a1;a2;weight
48;52;0.9571131176879768
48;61;0.9733954834308729
48;36;0.9627323530564688
48;41;0.9802474612746874
48;49;0.9775378276327245
48;58;0.9802474612746874
48;27;0.9635119438884259
48;25;0.9802474612746874
48;46;0.9664516639544218
48;57;0.9497231663480771
48;33;0.9592137303148258
48;35;0.9802474612746874
48;42;0.9733954834308729
48;40;0.9643766552071202
48;44;0.9647761311288862
48;28;0.9802474612746874
48;62;0.9389992896857646
48;63;0.9643172029261149
48;54;0.9802474612746874
48;65;0.9692549864758071
48;26;0.9556382551388066
48;60;0.9676524408434917
48;20;0.9802474612746874
48;21;0.9802474612746874
48;22;0.9779078003294774
48;23;0.9620294712101177
48;32;0.9761069643196216
48;29;0.961743076139691
48;50;0.9802474612746874
48;68;0.9733954834308729
48;38;0.9687012602255698
48;37;0.9676524408434917
48;24;0.9886357052575809
48;47;0.9880074193357244
48;43;0.9802474612746874
48;64;0.9564916638180971
48;39;0.9763672073407663
48;69;0.9802474612746874
48;59;0.9954876831013955
48;45;0.9733954834308729
48;66;0.9775378276327245
48;51;0.9802474612746874
48;31;0.9802474612746874
48;53;0.9674743063261687
48;67;0.9733954834308729
48;30;0.9802474612746874
48;34;0.9802474612746874
48;55;0.9663361134093373
48;56;0.9733954834308729
52;61;0.9715181889313208
52;36;0.9608550585569168
52;41;0.9828484063964529
52;49;0.9756605331331724
52;58;0.9783701667751353
52;27;0.9786466236095659
52;25;0.9783701667751353
52;46;0.9645743694548697
52;57;0.947845871848525
52;33;0.9573364358152737
52;35;0.9783701667751353
52;42;0.9695016907421846
52;40;0.9624993607075683
52;44;0.9628988366293341
52;28;0.9783701667751353
52;62;0.9371219951862125
52;63;0.9624399084265628
52;54;0.9783701667751353
52;65;0.967377691976255
52;26;0.9537609606392545
52;60;0.9703930053481121
52;20;0.9752456108658141
52;21;0.9783701667751353
52;22;0.9715181889313208
52;23;0.9692482753360556
52;32;0.9742296698200696
52;29;0.9775571857202419
52;50;0.9768555322442789
52;68;0.9741195497463572
52;38;0.9694768690076585
52;37;0.9657751463439396
52;24;0.9744899128412142
52;47;0.9953821409958274
52;43;0.9829880257793079
52;64;0.9646662110875062
52;39;0.9744899128412142
52;69;0.9783701667751353
52;59;0.9752456108658141
52;45;0.9744899128412142
52;66;0.9782618939482088
52;51;0.9783701667751353
52;31;0.9783701667751353
52;53;0.9655970118266167
52;67;0.9715181889313208
52;30;0.9783701667751353
52;34;0.99090390137451
52;55;0.9644588189097854
52;56;0.9715181889313208
61;36;0.9668722948241328
61;41;0.9843874030423515
61;49;0.9816777694003885
61;58;0.9918417051120063
61;27;0.96765188565609
61;25;0.9843874030423515
61;46;0.9812841148927115
61;57;0.9538631081157412
61;33;0.9633536720824899
61;35;0.9843874030423515
61;42;0.9843874030423515
61;40;0.9685165969747843
61;44;0.9689160728965502
61;28;0.9843874030423515
61;62;0.9431392314534287
61;63;0.9753091225375936
61;54;0.9843874030423515
61;65;0.9733949282434712
61;26;0.9753907938641191
61;60;0.9717923826111557
61;20;0.9812628471330301
61;21;0.9843874030423515
61;22;0.990597056628907
61;23;0.9661694129777818
61;32;0.9802469060872857
61;29;0.9727349957511696
61;50;0.9843874030423515
61;68;0.9843874030423515
61;38;0.9728412019932339
61;37;0.9717923826111557
61;24;0.977535425198537
61;47;0.9843874030423515
61;43;0.9843874030423515
