diversityTrend,id,initVariability,intelligibility,languageDiversity,languageSize,memoryImpedance,mutationRate,populationSize,semanticSize,smoothedDiversity,smoothedIntelligibility,understandingThreshold,wanderingRadius
0.012542715485104237,0,0.1,0.68,13.429348855919196,173.0,0.1,0.3,50.0,20.0,12.781963076926868,0.6198,0.05,0.0
0.011355068749334972,0,0.1,0.7,12.716837686581385,169.0,0.1,0.3,50.0,20.0,11.943771250395232,0.8026000000000001,0.05,0.0
0.010918793470115814,0,0.1,0.76,9.80656470564529,155.0,0.1,0.3,50.0,20.0,9.921321073794374,0.7288000000000001,0.05,0.0
0.011054561710656531,0,0.1,0.6,12.178854185991463,157.0,0.1,0.3,50.0,20.0,11.693955000880624,0.6677999999999998,0.05,0.0
0.01294166188473746,0,0.1,0.66,12.93700813807418,166.0,0.1,0.3,50.0,20.0,12.921618829438142,0.6998000000000003,0.05,0.0
0.010272606621410229,0,0.1,0.74,10.771481162666477,155.0,0.1,0.3,50.0,20.0,9.811593643339371,0.6880000000000002,0.05,0.0
0.015251135349530178,0,0.1,0.66,16.473740712440758,154.0,0.1,0.3,50.0,20.0,15.577169580936122,0.6609999999999995,0.05,0.0
0.011032558713323525,0,0.1,0.82,12.491412820969124,149.0,0.1,0.3,50.0,20.0,11.567116086763365,0.8216000000000001,0.05,0.0
0.008548250215601634,0,0.1,0.72,9.456005260529814,157.0,0.1,0.3,50.0,20.0,9.409627133525673,0.6561999999999995,0.05,0.0
0.012065366738532259,0,0.1,0.72,13.658610196268382,154.0,0.1,0.3,50.0,20.0,12.400172069497714,0.7208000000000001,0.05,0.0
0.013254486901313839,0,0.1,0.66,16.017092689911337,180.0,0.1,0.3,50.0,20.0,14.691576023482313,0.7001999999999998,0.05,0.0
0.01223902500733342,0,0.1,0.7,11.421576574176925,159.0,0.1,0.3,50.0,20.0,10.866916666354458,0.6407999999999997,0.05,0.0
0.013195524097858994,0,0.1,0.68,12.739814395377838,172.0,0.1,0.3,50.0,20.0,12.488009468617575,0.6167999999999998,0.05,0.0
0.01592985043532041,0,0.1,0.76,16.81926933380328,168.0,0.1,0.3,50.0,20.0,16.425958766273588,0.7216000000000001,0.05,0.0
0.013903650918552973,0,0.1,0.66,14.882465805192407,173.0,0.1,0.3,50.0,20.0,15.408006303124507,0.6664,0.05,0.0
0.014919098467925994,0,0.1,0.62,15.460723937530856,158.0,0.1,0.3,50.0,20.0,14.545170308327725,0.6788,0.05,0.0
0.01528987537622691,0,0.1,0.62,14.920314473384888,169.0,0.1,0.3,50.0,20.0,14.309598853015505,0.6980000000000003,0.05,0.0
0.01363656209092633,0,0.1,0.64,14.05392888085953,177.0,0.1,0.3,50.0,20.0,13.651424517972535,0.6367999999999998,0.05,0.0
0.01316973916048544,0,0.1,0.7,13.831156131216998,162.0,0.1,0.3,50.0,20.0,12.884861494525644,0.7254000000000005,0.05,0.0
0.011355534251099,0,0.1,0.68,12.668079892545345,169.0,0.1,0.3,50.0,20.0,12.05450285869196,0.6786000000000005,0.05,0.0
0.011589961867506996,0,0.1,0.8,13.829199268449003,157.0,0.1,0.3,50.0,20.0,12.494558521373994,0.7557999999999991,0.05,0.0
0.014229514055944187,0,0.1,0.7,15.828952761654108,179.0,0.1,0.3,50.0,20.0,14.595199771284417,0.6300000000000004,0.05,0.0
0.013816190946082631,0,0.1,0.72,15.067827275456457,182.0,0.1,0.3,50.0,20.0,14.29107218787843,0.7315999999999997,0.05,0.0
0.014303015962365374,0,0.1,0.54,16.462650065067955,177.0,0.1,0.3,50.0,20.0,15.498012153491295,0.6546000000000001,0.05,0.0
0.01870673088381102,0,0.1,0.66,18.923397472630853,182.0,0.1,0.3,50.0,20.0,17.894242902797053,0.6561999999999997,0.05,0.0
0.01523974451425647,19,0.1,0.82,14.674662888230584,146.0,1.9000000000000001,0.3,50.0,20.0,14.024016481155394,0.8356,0.1,0.0
0.010366966768541657,19,0.1,0.9,11.765361565946408,143.0,1.9000000000000001,0.3,50.0,20.0,11.649846339197493,0.9068,0.1,0.0
0.009479583011138654,19,0.1,0.88,10.196442877327698,133.0,1.9000000000000001,0.3,50.0,20.0,9.675581964714988,0.8786000000000002,0.1,0.0
0.00965681665543462,19,0.1,0.88,11.283054011982268,145.0,1.9000000000000001,0.3,50.0,20.0,10.751687157331691,0.8944000000000004,0.1,0.0
0.009237498893725129,19,0.1,0.96,10.207311478769748,116.0,1.9000000000000001,0.3,50.0,20.0,9.622079987144225,0.9409999999999984,0.1,0.0
0.009366472600413792,19,0.1,0.9,10.358022369443137,139.0,1.9000000000000001,0.3,50.0,20.0,10.286035796162997,0.8766000000000007,0.1,0.0
0.006346578792661778,19,0.1,0.94,8.82152299835206,115.0,1.9000000000000001,0.3,50.0,20.0,7.476677046772428,0.9000000000000011,0.1,0.0
0.008680308581736624,19,0.1,0.74,11.231396043461569,139.0,1.9000000000000001,0.3,50.0,20.0,10.045092096997369,0.7729999999999998,0.1,0.0
0.007306033458806345,19,0.1,0.84,9.836564856415002,131.0,1.9000000000000001,0.3,50.0,20.0,8.498159161233188,0.8803999999999997,0.1,0.0
0.012703447510087304,19,0.1,0.78,13.235116158962313,156.0,1.9000000000000001,0.3,50.0,20.0,12.147051407875258,0.8656000000000001,0.1,0.0
0.012019569668991948,19,0.1,0.82,12.567620651741457,140.0,1.9000000000000001,0.3,50.0,20.0,12.37342924127774,0.8269999999999991,0.1,0.0
0.007656464305977001,19,0.1,0.9,9.380937548475142,137.0,1.9000000000000001,0.3,50.0,20.0,8.81038168109,0.9052000000000001,0.1,0.0
0.013175829233388515,19,0.1,0.88,13.832863206252465,165.0,1.9000000000000001,0.3,50.0,20.0,13.664893456337023,0.8001999999999997,0.1,0.0
0.00929317440829217,19,0.1,0.82,9.7581880558368,123.0,1.9000000000000001,0.3,50.0,20.0,10.086985966531355,0.8946000000000001,0.1,0.0
0.007882292494616585,19,0.1,0.92,10.291677101535061,144.0,1.9000000000000001,0.3,50.0,20.0,9.016617108404521,0.904,0.1,0.0
0.008676434297988441,19,0.1,0.76,12.454221770130737,149.0,1.9000000000000001,0.3,50.0,20.0,11.323803060735926,0.9084,0.1,0.0
0.013394183772332221,19,0.1,0.86,13.828357249490491,142.0,1.9000000000000001,0.3,50.0,20.0,13.012191279577404,0.9172000000000005,0.1,0.0
0.012172974393798329,19,0.1,0.9,14.370984944522057,147.0,1.9000000000000001,0.3,50.0,20.0,12.974607129123894,0.8914000000000003,0.1,0.0
0.013541494326926655,19,0.1,0.88,14.025910004618304,148.0,1.9000000000000001,0.3,50.0,20.0,13.390794929605342,0.8083999999999995,0.1,0.0
0.016068300532833094,19,0.1,0.84,17.04324780654284,155.0,1.9000000000000001,0.3,50.0,20.0,17.16626158157516,0.8684000000000001,0.1,0.0
0.007862435748770474,19,0.1,0.88,9.736225220741089,131.0,1.9000000000000001,0.3,50.0,20.0,9.175257705269015,0.9034000000000004,0.1,0.0
0.013988519618630164,19,0.1,0.84,15.362278464467542,129.0,1.9000000000000001,0.3,50.0,20.0,14.357075571594258,0.8586,0.1,0.0
0.014245854849575473,19,0.1,0.82,15.255385285883078,140.0,1.9000000000000001,0.3,50.0,20.0,13.991983113044757,0.8685999999999998,0.1,0.0
0.012668764178305586,19,0.1,0.82,12.732462686927555,153.0,1.9000000000000001,0.3,50.0,20.0,12.621828914556835,0.7961999999999989,0.1,0.0
0.010727393554114352,19,0.1,0.86,11.358885074879511,146.0,1.9000000000000001,0.3,50.0,20.0,10.74288883880982,0.8387999999999995,0.1,0.0
0.011527944852593746,19,0.1,0.84,10.89679728250126,138.0,1.9000000000000001,0.3,50.0,20.0,10.389912476318242,0.9175999999999999,0.1,0.0
0.011349213514232941,19,0.1,0.88,13.390725478891037,148.0,1.9000000000000001,0.3,50.0,20.0,12.57215280953339,0.8385999999999999,0.1,0.0
0.007837067510597054,19,0.1,0.96,9.696963032234905,141.0,1.9000000000000001,0.3,50.0,20.0,8.648636345764587,0.9068000000000002,0.1,0.0
0.013048268362700425,19,0.1,0.8,14.592491521228503,165.0,1.9000000000000001,0.3,50.0,20.0,12.835570293755222,0.888,0.1,0.0
0.011799453037420502,19,0.1,0.78,12.465805308891627,135.0,1.9000000000000001,0.3,50.0,20.0,11.29907215018343,0.8560000000000002,0.1,0.0
0.00948149794434235,19,0.1,0.88,11.266850574819413,143.0,1.9000000000000001,0.3,50.0,20.0,11.08993744726421,0.8932000000000002,0.1,0.0
0.013112805945537919,19,0.1,0.9,13.679584351214903,138.0,1.9000000000000001,0.3,50.0,20.0,13.535876273307778,0.8235999999999999,0.1,0.0
0.015337862219947483,19,0.1,0.82,14.74276234976686,132.0,1.9000000000000001,0.3,50.0,20.0,13.951960895616283,0.846000000000001,0.1,0.0
0.011078658918804517,19,0.1,0.84,12.068476792222993,137.0,1.9000000000000001,0.3,50.0,20.0,11.483918851651238,0.8930000000000006,0.1,0.0
0.013270583412337309,19,0.1,0.8,13.712687757111725,150.0,1.9000000000000001,0.3,50.0,20.0,14.283787510471186,0.8662000000000005,0.1,0.0
0.009803275435475493,19,0.1,0.92,11.29037671887776,147.0,1.9000000000000001,0.3,50.0,20.0,10.728348045096471,0.8810000000000008,0.1,0.0
0.007968417196693913,19,0.1,0.96,9.559901220090373,138.0,1.9000000000000001,0.3,50.0,20.0,9.030729371107395,0.8983999999999999,0.1,0.0
0.014946146688976012,19,0.1,0.82,16.19470509795229,155.0,1.9000000000000001,0.3,50.0,20.0,14.752541661251037,0.8361999999999997,0.1,0.0
0.012272926645996012,19,0.1,0.92,12.467807493053735,139.0,1.9000000000000001,0.3,50.0,20.0,11.993545224762345,0.8905999999999996,0.1,0.0
0.0084048374380938,19,0.1,0.92,9.492422162980368,138.0,1.9000000000000001,0.3,50.0,20.0,9.374007582709924,0.8756000000000002,0.1,0.0
0.012122962442340436,19,0.1,0.92,12.114654475038977,139.0,1.9000000000000001,0.3,50.0,20.0,12.518268443927681,0.8891999999999999,0.1,0.0
0.010637147231374875,19,0.1,0.84,11.144795503124678,144.0,1.9000000000000001,0.3,50.0,20.0,11.271250697341316,0.8402000000000003,0.1,0.0
0.008986384664012383,19,0.1,0.92,9.32088656143718,122.0,1.9000000000000001,0.3,50.0,20.0,8.74422240638257,0.8981999999999997,0.1,0.0
0.014179622972019279,19,0.1,0.74,13.006213518558491,153.0,1.9000000000000001,0.3,50.0,20.0,12.538968530626846,0.8159999999999998,0.1,0.0
0.009346826552279553,19,0.1,0.92,9.728681130082206,136.0,1.9000000000000001,0.3,50.0,20.0,8.876264314268045,0.9269999999999996,0.1,0.0
0.008616952419794422,19,0.1,0.92,9.926035975028356,128.0,1.9000000000000001,0.3,50.0,20.0,9.428045272131278,0.8738000000000001,0.1,0.0
0.010846037755848003,19,0.1,0.78,10.781655372890942,137.0,1.9000000000000001,0.3,50.0,20.0,10.151163179074224,0.877,0.1,0.0
0.012358440138987915,19,0.1,0.9,11.384625670500819,129.0,1.9000000000000001,0.3,50.0,20.0,11.858274104462389,0.9090000000000006,0.1,0.0
0.0114870903866066,19,0.1,0.9,12.44486377685004,143.0,1.9000000000000001,0.3,50.0,20.0,11.752750569536474,0.9148000000000011,0.1,0.0
0.008144995797932965,19,0.1,0.86,10.020844371472197,140.0,1.9000000000000001,0.3,50.0,20.0,9.91164404165019,0.8827999999999993,0.1,0.0
0.01014465765385873,18,0.1,0.94,10.901816571346803,139.0,1.7000000000000002,0.3,50.0,20.0,9.996957431837808,0.8658000000000001,0.1,0.0
0.01231878175508514,18,0.1,0.82,12.24261568246114,143.0,1.7000000000000002,0.3,50.0,20.0,12.031988124184533,0.8437999999999997,0.1,0.0
0.01153027708144022,18,0.1,0.86,12.426452051144002,152.0,1.7000000000000002,0.3,50.0,20.0,11.160267573114606,0.8476000000000005,0.1,0.0
0.012519516132324939,18,0.1,0.82,13.37007621746457,158.0,1.7000000000000002,0.3,50.0,20.0,13.162380703554561,0.8713999999999998,0.1,0.0
0.011460302186846249,18,0.1,0.84,11.046555678362523,161.0,1.7000000000000002,0.3,50.0,20.0,11.252908196825553,0.8536,0.1,0.0
0.013344813756856675,18,0.1,0.9,15.238403349500544,153.0,1.7000000000000002,0.3,50.0,20.0,14.305471232052671,0.8644000000000005,0.1,0.0
0.011006588640380347,18,0.1,0.92,11.616657125698037,135.0,1.7000000000000002,0.3,50.0,20.0,11.379479376848822,0.8740000000000004,0.1,0.0
0.012964563023189758,18,0.1,0.84,13.110067808600055,145.0,1.7000000000000002,0.3,50.0,20.0,12.457609133607061,0.7945999999999996,0.1,0.0
0.0097592047402276,18,0.1,0.98,9.915035772192509,147.0,1.7000000000000002,0.3,50.0,20.0,9.737094788850317,0.8236000000000001,0.1,0.0
0.009869044742428034,18,0.1,0.84,9.710888162961103,135.0,1.7000000000000002,0.3,50.0,20.0,9.492225903923993,0.8878000000000001,0.1,0.0
0.012361817995721992,18,0.1,0.82,13.668310699520022,133.0,1.7000000000000002,0.3,50.0,20.0,13.088017407304912,0.9120000000000005,0.1,0.0
0.013566177296839498,18,0.1,0.94,13.179302520490806,152.0,1.7000000000000002,0.3,50.0,20.0,12.729190467362793,0.8744000000000004,0.1,0.0
0.01265175074521636,18,0.1,0.92,13.867738818934635,153.0,1.7000000000000002,0.3,50.0,20.0,12.01034897706758,0.8782000000000002,0.1,0.0
0.014897708720240436,18,0.1,0.76,15.193368993854122,156.0,1.7000000000000002,0.3,50.0,20.0,14.886068296861776,0.8554,0.1,0.0
0.014576476141886226,18,0.1,0.88,15.128417317128365,132.0,1.7000000000000002,0.3,50.0,20.0,14.212136592598377,0.8899999999999997,0.1,0.0
0.009920705088075799,18,0.1,0.9,10.241773682413408,148.0,1.7000000000000002,0.3,50.0,20.0,9.430394008082096,0.8525999999999998,0.1,0.0
0.009938602244629282,18,0.1,0.82,10.293642665010912,154.0,1.7000000000000002,0.3,50.0,20.0,10.138822357680317,0.8818000000000003,0.1,0.0
0.014569528291418044,18,0.1,0.9,13.100007117738725,143.0,1.7000000000000002,0.3,50.0,20.0,13.886698595711387,0.8864000000000005,0.1,0.0
0.011476816725323968,18,0.1,0.92,11.15700789249222,132.0,1.7000000000000002,0.3,50.0,20.0,11.239747560553612,0.8839999999999997,0.1,0.0
0.00861638293262041,18,0.1,0.9,9.416001607078158,132.0,1.7000000000000002,0.3,50.0,20.0,9.267161666291337,0.9428000000000003,0.1,0.0
0.010093252932993034,18,0.1,0.96,11.226262159619912,135.0,1.7000000000000002,0.3,50.0,20.0,11.261787807776798,0.9044,0.1,0.0
