Source;Target;Weight
42;44;0.8459551439
42;21;0.88799237
42;107;0.7438996967
42;71;1
42;13;0.7438996967
42;110;0.8760891353
42;111;1
42;73;0.8903549572
42;39;0.7520062345
42;47;0.7841696602
42;74;0.8380736641
42;84;0.7924482341
42;32;0.8224961124
42;75;0.7466250575
42;80;0.6144356189
42;48;0.7492808737
42;103;0.8678105614
42;46;0.7492808737
42;88;0.9163590988
42;41;0.8705359222
42;38;1
42;91;0.7438996967
42;56;1
42;40;1
42;20;0.8678105614
42;108;0.8678105614
42;68;0.7438996967
42;52;0.9163590988
42;83;1
42;66;0.7258218422
42;31;1
42;62;0.7669356784
42;96;0.7492808737
42;81;0.8678105614
42;86;0.5122424847
42;34;1
42;18;0.7841696602
42;85;1
42;63;0.8580112808
42;25;0.6924322321
42;15;0.7258218422
42;49;0.7978294111
42;45;0.6602587955
42;24;0.8678105614
42;70;0.7438996967
42;67;0.6120162959
42;50;0.7841696602
42;102;0.7444398359
42;97;0.6155707283
42;55;0.8678105614
42;30;0.8678105614
42;99;0.8678105614
42;65;1
42;101;0.8678105614
42;54;1
42;27;0.6144356189
42;69;0.6558406919
42;37;0.8678105614
42;72;0.9163590988
42;36;1
42;33;0.8678105614
42;29;0.9163590988
42;17;0.6567622652
42;61;0.7558029315
42;79;0.697223884
42;90;0.8678105614
42;22;0.6372209204
42;100;0.8814703123
42;43;0.8305010257
42;94;0.8678105614
42;109;0.8678105614
42;77;0.6547055825
42;35;0.8678105614
42;89;0.9163590988
42;95;0.7438996967
42;92;1
42;104;0.8580112808
42;28;0.7978294111
42;57;0.7558029315
42;105;0.7978294111
42;98;0.7383464836
42;64;0.8705359222
42;87;0.8194809636
42;12;1
42;93;0.8678105614
42;14;0.8331407145
42;78;0.9163590988
42;51;0.8760891353
42;59;0.8073219679
42;16;1
42;82;0.6602587955
42;60;1
42;26;0.6347462398
42;19;0.9163590988
42;76;0.9163590988
42;53;0.7841696602
42;106;0.9163590988
42;58;0.8585248989
42;23;0.9163590988
44;21;0.3944379996
44;107;0.4442984685
44;71;0.4828656367
44;13;0.5794980647
44;110;0.5692201005
44;111;0.4593661636
44;73;0.3586886225
44;39;0.5255549232
44;47;0.4734149996
44;74;0.7696243817
44;84;0.3792783216
44;32;0.4102037938
44;75;0.2294906942
44;80;0.2676026585
44;48;0.4149794856
44;103;0.8267086728
44;46;0.520977601
44;88;0.713454515
44;41;0.3915135232
44;38;0.6652969651
44;91;0.3778438767
44;56;0.4828656367
44;40;0.6404870296
44;20;0.5751063856
44;108;0.7970954162
44;68;0.3970667362
44;52;0.6255068843
44;83;0.4024811787
44;66;0.2604924595
44;31;0.6180449996
44;62;0.7122113404
44;96;0.520977601
44;81;0.520977601
44;86;0.4034486406
44;34;0.7472597499
44;18;0.5031891864
44;85;0.6931309653
44;63;0.2223804952
44;25;0.2196845468
44;15;0.2223804952
44;49;0.713454515
44;45;0.2607818993
44;24;0.4828656367
44;70;0.3589547719
44;67;0.3310358221
44;50;0.6753425507
44;102;0.3141375658
44;97;0.2911563168
44;55;0.5868300875
44;30;0.4711419347
44;99;0.6249420519
44;65;0.6249420519
44;101;0.520977601
44;54;0.511496848
44;27;0.5435595435
44;69;0.4529693735
44;37;0.520977601
44;72;0.5413011507
44;36;0.4828656367
44;33;0.3047914416
44;29;0.5413011507
44;17;0.3621220404
44;61;0.3708580067
44;79;0.2244761987
44;90;0.4828656367
44;22;0.6405057099
44;100;0.520977601
44;43;0.5148829773
44;94;0.4232878638
44;109;0.4828656367
44;77;0.4118370729
44;35;0.4828656367
44;89;0.4228047284
44;95;0.278570314
44;92;0.4232878638
44;104;0.419343795
44;28;0.4353030353
44;57;0.3708580067
44;105;0.5031891864
44;98;0.3416778569
44;64;0.5878311559
44;87;0.5575641355
44;12;0.5189439364
44;93;0.4828656367
44;14;0.5320665622
44;78;0.5413011507
44;51;0.3472310699
44;59;0.4223770431
44;16;0.597410814
44;82;0.3113921705
44;60;0.5994444786
44;26;0.3537657659
44;19;0.5725160627
44;76;0.5031891864
44;53;0.5413011507
44;106;0.5413011507
44;58;0.3795024999
44;23;0.5413011507
21;107;0.4235839426
21;71;0.5775714173
21;13;0.4635475292
21;110;0.4917725169
21;111;0.4479930936
21;73;0.6805533211
21;39;0.3295776518
21;47;0.329852491
21;74;0.4537570458
21;84;0.4739841022
21;32;0.6098691658
21;75;0.3241964748
21;80;0.2301190005
21;48;0.1528872893
21;103;0.4453819787
21;46;0.3649642553
21;88;0.6360069313
21;41;0.4862193039
21;38;0.6815358682
21;91;0.2618933411
21;56;0.5775714173
21;40;0.7231145617
21;20;0.5856067717
21;108;0.5874583939
21;68;0.3595830783
21;52;0.7193845783
21;83;0.6572620752
21;66;0.3830839174
21;31;0.6815358682
21;62;0.4865835109
21;96;0.3649642553
21;81;0.483493943
21;86;0.2353570465
21;34;0.7177962103
21;18;0.4657055284
21;85;0.6156833816
21;63;0.4771613917
21;25;0.437731561
21;15;0.3449719531
21;49;0.5174772436
21;45;0.3833733572
21;24;0.4453819787
21;70;0.321471114
21;67;0.3606359662
21;50;0.4657055284
21;102;0.6084186956
21;97;0.1612535591
21;55;0.5493464296
21;30;0.4816423208
21;99;0.5874583939
21;65;0.7196478325
21;101;0.483493943
21;54;0.5757197951
21;27;0.0561539988
21;69;0.4170672179
21;37;0.483493943
21;72;0.6360069313
21;36;0.5775714173
21;33;0.4273828994
21;29;0.8076966031
21;17;0.3382981333
21;61;0.3333743488
21;79;0.3191819793
21;90;0.4453819787
21;22;0.2591790158
