Source;Target;Weight
76;77;0.8887043247
72;61;0.8885508835
57;79;0.8883051153
38;23;0.8881044455
87;68;0.8872535284
38;106;0.8866265138
81;82;0.8861372624
49;64;0.8857117833
49;94;0.8857117833
18;50;0.8857117833
18;71;0.8857117833
108;71;0.8857117833
55;64;0.8857117833
81;71;0.8857117833
31;34;0.8857117833
48;67;0.8856995419
51;62;0.885641518
38;105;0.8853733853
102;77;0.8852526716
40;49;0.8849823737
49;89;0.8849254872
33;41;0.8847668767
50;71;0.8847668767
50;94;0.8847668767
50;41;0.8847668767
72;65;0.8846648175
38;46;0.8845870892
40;89;0.8841960776
40;79;0.8841960776
63;20;0.88395279
20;19;0.8833289027
58;74;0.8831504859
58;62;0.8831504859
58;41;0.8831504859
80;47;0.8830548346
93;32;0.8828157117
93;61;0.8828157117
49;52;0.8825426066
108;52;0.8825426066
81;52;0.8825426066
98;105;0.8823655568
22;30;0.8822310146
38;13;0.8819410861
103;90;0.8814160886
63;77;0.8809992638
15;99;0.8800210347
49;33;0.8799584047
23;94;0.8797615864
31;62;0.8795948476
40;34;0.8795774739
38;34;0.8795774739
49;31;0.8795774739
40;33;0.8792289952
32;90;0.8791090457
71;94;0.8787439304
71;41;0.8787439304
34;94;0.8787439304
34;41;0.8787439304
16;74;0.8782777972
16;83;0.8782777972
16;62;0.8782777972
16;41;0.8782777972
55;52;0.8779905832
48;61;0.8775959903
70;60;0.8775417715
16;79;0.877491501
39;111;0.8770165469
39;41;0.8770165469
80;48;0.8770165469
80;74;0.8770165469
80;62;0.8770165469
80;41;0.8770165469
54;94;0.8770165469
54;62;0.8770165469
54;41;0.8770165469
67;41;0.8770165469
28;103;0.876837158
63;103;0.876837158
72;87;0.8766597335
72;48;0.8766597335
72;74;0.8766597335
72;62;0.8766597335
72;41;0.8766597335
95;41;0.8766597335
43;41;0.8766597335
102;92;0.8764296229
57;71;0.8763184252
18;31;0.8762997512
93;28;0.8762950963
93;57;0.8762950963
93;49;0.8762950963
93;68;0.8762950963
93;83;0.8762950963
93;79;0.8762950963
80;31;0.8762302508
47;41;0.8762302508
38;20;0.8762105799
36;20;0.8761673241
36;19;0.8761673241
22;89;0.8760961668
27;67;0.8760961668
31;67;0.8760961668
107;41;0.8759594622
45;83;0.8759594622
102;62;0.8759594622
102;41;0.8759594622
17;94;0.8759594622
17;41;0.8759594622
21;62;0.8759594622
21;41;0.8759594622
92;41;0.8759594622
32;64;0.8759457081
32;94;0.8759457081
48;64;0.8759457081
48;94;0.8759457081
18;35;0.8758068393
66;17;0.8756817693
57;31;0.8755134551
71;34;0.8755134551
22;71;0.8748227263
22;61;0.8743111693
49;67;0.8740364302
107;33;0.8739481479
27;26;0.8734764912
18;26;0.8734764912
46;106;0.8733357122
57;30;0.873190948
38;30;0.873190948
33;30;0.873190948
37;94;0.8730710087
103;20;0.8730001299
48;68;0.8728603724
40;26;0.8726901951
57;26;0.8726901951
38;26;0.8726901951
74;26;0.8726901951
108;26;0.8726901951
81;26;0.8726901951
28;90;0.8725397358
63;90;0.8725397358
84;64;0.8712978213
75;64;0.8711898456
57;64;0.87082146
18;64;0.87082146
72;53;0.870805366
50;35;0.8707473548
93;33;0.8705624188
93;63;0.8705417178
107;24;0.869925088
55;82;0.8696306651
18;13;0.8695580434
93;46;0.8693430161
93;105;0.8693430161
48;46;0.8693430161
89;67;0.8688725295
23;67;0.8688725295
56;79;0.8685285581
27;61;0.8679926152
31;61;0.8679926152
91;92;0.8678673109
96;46;0.8677178689
96;62;0.8677178689
96;52;0.8677178689
89;83;0.8677178689
58;30;0.8675599572
58;26;0.8670592043
37;26;0.8669325551
108;53;0.8669069386
98;34;0.8660227099
72;89;0.8655453142
102;19;0.8650589512
21;19;0.8650589512
58;64;0.8648805344
56;82;0.8647637199
87;64;0.8647538852
98;94;0.8644028704
98;41;0.8644028704
96;50;0.8643382408
87;46;0.8638059934
38;27;0.863671673
28;65;0.8633119341
27;89;0.8632569973
28;46;0.8632135467
50;67;0.8630415003
54;99;0.8629794762
67;99;0.8629794762
28;86;0.8622274136
63;86;0.8622274136
57;99;0.8621931801
82;99;0.8621931801
37;91;0.8621819517
22;99;0.8621217512
38;12;0.8616682846
39;30;0.8614260182
108;34;0.8613075224
81;34;0.8613075224
63;52;0.8611690641
56;52;0.8611690641
40;106;0.8609927695
70;33;0.8609590437
39;26;0.8609252653
63;56;0.8609116222
110;48;0.8604087644
110;74;0.8604087644
110;67;0.8604087644
110;41;0.8604087644
79;109;0.8604087644
23;109;0.8604087644
108;77;0.8603746284
16;64;0.8600078457
16;94;0.8600078457
22;74;0.859932403
22;64;0.859932403
96;105;0.859932403
27;105;0.859932403
38;86;0.8598727296
107;26;0.8598681806
102;26;0.8598681806
28;32;0.8596713491
40;111;0.8596224683
108;109;0.8596224683
81;109;0.8596224683
100;109;0.8596224683
70;31;0.8594368699
15;62;0.8592236272
40;46;0.8589533449
39;94;0.8587465954
80;64;0.8587465954
80;94;0.8587465954
67;94;0.8587465954
74;31;0.8586505738
38;90;0.8584357157
72;94;0.8583897821
43;94;0.8583897821
93;89;0.8580251449
72;20;0.8576895107
102;64;0.8576895107
102;94;0.8576895107
53;64;0.8576895107
32;67;0.8568997545
38;100;0.8562807584
71;67;0.8562322579
28;105;0.8562143769
36;77;0.8560936632
68;41;0.8558633976
68;61;0.8558633976
40;57;0.8558233653
82;52;0.855793936
16;23;0.8557661246
37;99;0.8556411681
82;61;0.8555198679
32;61;0.855114757
32;31;0.8550071662
95;13;0.8549343571
36;65;0.8546847013
33;35;0.8546560732
48;89;0.8545904209
93;75;0.854504863
21;85;0.8542340858
72;67;0.854148061
16;61;0.8539811272
16;31;0.8538735363
18;99;0.8538679807
79;52;0.8536365449
91;62;0.8536138489
91;109;0.8536138489
54;31;0.8533985821
80;99;0.8530816846
38;99;0.8530816846
94;99;0.8530816846
20;53;0.8526097937
45;53;0.8526097937
96;30;0.8526037016
17;61;0.8524490883
21;61;0.8524490883
28;80;0.8524213161
102;31;0.8523414974
93;106;0.8523261931
72;31;0.8522554727
48;83;0.8522174817
28;30;0.8518174055
63;30;0.8518174055
96;95;0.8516399258
16;81;0.8515291265
45;18;0.8513438361
108;82;0.8506596999
54;82;0.8506596999
40;20;0.8505768356
39;29;0.8500119912
60;41;0.8497949167
79;62;0.8497949167
79;41;0.8497949167
63;108;0.8495359967
107;99;0.8493711656
22;98;0.8490333311
98;30;0.8488123417
87;79;0.8485564861
40;80;0.8481611143
80;72;0.8478575385
80;87;0.8478575385
110;83;0.8475695949
58;99;0.8474506938
22;31;0.8471407428
27;83;0.8470932335
18;83;0.8470932335
18;79;0.8470932335
60;95;0.84706375
28;106;0.8469830198
22;67;0.8469371584
36;74;0.8468004538
36;62;0.8468004538
36;41;0.8468004538
36;109;0.8468004538
102;109;0.8468004538
21;109;0.8468004538
108;85;0.8467832988
90;65;0.8466848573
57;32;0.8466810156
87;14;0.8464027749
87;52;0.846159671
63;75;0.845663009
38;32;0.8455673291
56;53;0.845533396
58;97;0.8453338279
110;30;0.8448182357
36;33;0.8447891395
96;74;0.8447046525
20;106;0.8444715971
40;98;0.8443947177
110;97;0.8443174828
110;26;0.8443174828
57;22;0.8439232287
87;13;0.8436083251
40;103;0.8434612037
28;38;0.8434113406
63;38;0.8434113406
36;24;0.8432475605
87;48;0.8431043389
87;62;0.8431043389
87;41;0.8431043389
63;82;0.8430383435
70;106;0.842722818
74;106;0.842722818
110;106;0.8421388129
110;64;0.8421388129
110;94;0.8421388129
50;77;0.8420337491
36;86;0.8416027782
39;61;0.8415389844
54;61;0.8415389844
67;61;0.8415389844
46;65;0.8414371555
108;56;0.8414060575
28;71;0.8413250243
63;71;0.8413250243
96;71;0.8413250243
56;71;0.8413250243
70;83;0.8410566567
74;83;0.8410566567
15;64;0.8409536757
103;65;0.8408639405
56;99;0.8408196376
37;67;0.8404565753
96;13;0.840399035
108;23;0.8402703606
102;99;0.8402596701
17;99;0.8402596701
21;99;0.8402596701
92;99;0.8402596701
93;80;0.8394738369
38;60;0.8393426965
63;23;0.8391696196
98;46;0.8385051169
63;109;0.8382489257
56;109;0.8382489257
82;94;0.8380362125
63;85;0.8378970919
96;90;0.8378484693
87;96;0.8378425476
98;99;0.8378145738
68;89;0.8375934461
68;94;0.8375934461
16;89;0.8374961732
95;64;0.8374165275
108;54;0.8374102905
81;54;0.8374102905
72;109;0.8371065927
53;77;0.8370160504
110;31;0.8367907996
49;105;0.8367408241
28;20;0.8365670859
38;65;0.8364580056
98;109;0.8360947791
49;65;0.8360529154
49;46;0.835954528
107;53;0.8356691305
98;67;0.835243862
34;52;0.8351998546
38;52;0.8351569025
39;68;0.835018369
80;63;0.835018369
80;83;0.835018369
54;79;0.835018369
54;23;0.835018369
110;92;0.8348457744
23;47;0.8348026292
87;74;0.8347872155
97;105;0.8346992056
17;77;0.8346122124
110;60;0.8344803581
102;17;0.834431445
80;79;0.8342320729
36;83;0.8339612843
20;83;0.8339612843
102;79;0.8339612843
53;79;0.8339612843
45;77;0.8338601808
110;99;0.8338204678
58;60;0.8337117057
60;26;0.8337036351
28;77;0.8336135597
40;108;0.8335898829
63;16;0.8335713213
96;99;0.8324944382
37;61;0.8323530237
96;31;0.8319129923
43;67;0.8319101965
28;99;0.8317081421
63;99;0.8317081421
46;30;0.8315706899
53;52;0.8315644692
79;94;0.8315249652
34;62;0.8313582263
38;77;0.8312588758
46;26;0.831069937
12;95;0.8307995863
98;26;0.8307500064
36;26;0.8307091722
48;49;0.8304921053
40;42;0.8304634599
63;42;0.8304634599
46;73;0.830456446
38;81;0.82984736
63;97;0.8295912762
93;85;0.8292789424
96;26;0.8290897323
80;82;0.8289343235
18;77;0.8288232821
107;74;0.8285737581
107;62;0.8285737581
36;106;0.8285305023
36;64;0.8285305023
36;94;0.8285305023
28;26;0.8283034362
63;26;0.8283034362
56;26;0.8283034362
48;33;0.8281941516
53;62;0.827722841
53;41;0.827722841
71;31;0.8272768339
38;24;0.8272587833
32;105;0.8269747489
68;67;0.8267043892
16;67;0.8266071162
96;64;0.826434701
45;106;0.8262016456
79;31;0.8261769519
50;61;0.8257789403
96;79;0.825719691
89;53;0.8256753382
37;85;0.8253678571
102;67;0.8250750774
17;67;0.8250750774
72;85;0.8250579224
110;32;0.8249312018
110;61;0.8249312018
87;94;0.8248343874
22;37;0.8247368178
71;26;0.8244535739
60;46;0.8238971632
60;105;0.8238971632
63;53;0.8238080196
93;20;0.8236196067
84;33;0.8235462648
38;108;0.8235238352
51;79;0.823445912
51;109;0.823445912
75;33;0.8234382891
36;31;0.823182489
38;98;0.8226693413
46;94;0.822378329
84;46;0.8223268621
84;105;0.8223268621
52;41;0.8218998246
57;105;0.8218505008
98;13;0.821833633
43;79;0.8218259988
40;70;0.821540566
75;46;0.8214325903
42;87;0.8213419417
102;35;0.8213276403
17;35;0.8213276403
25;65;0.8211625921
57;65;0.8211625921
33;65;0.8211625921
57;46;0.8210642047
98;52;0.8208587945
87;67;0.8205926664
93;65;0.8204276364
40;22;0.8201950022
103;86;0.8201028801
40;32;0.8199335848
93;52;0.8199128294
48;52;0.8199128294
108;47;0.819825926
81;47;0.819825926
73;99;0.8197866259
34;61;0.819755994
49;106;0.8197240011
55;106;0.8197240011
79;85;0.8196057752
43;64;0.819146576
71;61;0.8189696979
110;49;0.8184105865
110;68;0.8184105865
110;79;0.8184105865
110;85;0.8184105865
28;60;0.817969154
63;60;0.817969154
47;99;0.8179387338
110;90;0.8176381634
40;85;0.8176242904
82;67;0.817409738
107;20;0.8173991791
80;61;0.8172423144
58;33;0.8171289779
46;31;0.8170303157
98;62;0.8170171663
102;61;0.8169715258
92;61;0.8169715258
28;34;0.8169207635
72;90;0.8168707145
53;19;0.81682233
36;53;0.8168088498
39;89;0.8167484175
80;33;0.8167484175
27;30;0.8165483244
93;103;0.8165039748
27;62;0.8160719631
27;100;0.8160719631
26;62;0.8160719631
56;54;0.816036748
50;43;0.8160200282
58;70;0.8159095752
58;46;0.8159095752
58;105;0.8159095752
40;99;0.8157620283
40;75;0.8157424795
80;54;0.8156849141
63;34;0.8151087596
56;34;0.8151087596
16;47;0.8150488885
81;77;0.8149553314
71;13;0.8144493167
34;13;0.8144493167
28;52;0.81378336
80;49;0.8132929926
72;30;0.8131606038
95;30;0.8131606038
79;23;0.813092837
72;57;0.8129361792
72;49;0.8129361792
21;47;0.8127305535
80;68;0.8125066965
107;97;0.8124824765
40;56;0.8122470491
38;109;0.8122367642
102;85;0.8122359079
72;68;0.8121498831
49;55;0.8120930749
98;27;0.811784148
59;33;0.8116666001
46;99;0.8114614265
103;68;0.8114496118
20;68;0.8114496118
32;46;0.8113842203
36;99;0.8111006617
16;105;0.8110368865
39;33;0.8109950389
60;99;0.8109564712
93;19;0.8109470984
16;54;0.8109078766
40;65;0.8108242614
70;65;0.8108242614
74;65;0.8108242614
72;33;0.8106382256
93;30;0.8105611708
48;30;0.8105611708
87;31;0.8103829547
16;65;0.8103489778
107;64;0.8103038066
39;80;0.8102719741
20;77;0.8101319543
19;77;0.8101319543
93;97;0.8100604179
93;26;0.8100604179
48;26;0.8100604179
40;38;0.8100353862
70;48;0.8100353862
32;106;0.8099579259
48;106;0.8099579259
80;105;0.8097756363
40;52;0.8095231582
74;52;0.8095231582
53;94;0.8094528895
72;105;0.8094188229
49;20;0.8093080672
49;86;0.8093080672
60;15;0.8090490843
22;85;0.8090480182
80;46;0.8089893402
30;41;0.8086870069
76;62;0.8086870069
76;52;0.8086870069
76;41;0.8086870069
72;46;0.8086325268
40;86;0.8085786577
93;111;0.807861047
93;109;0.807861047
28;56;0.8077725396
107;35;0.8071819146
97;74;0.8070985255
97;26;0.8070985255
97;62;0.8070985255
57;75;0.8070123477
60;109;0.8065101221
59;20;0.8065101221
103;92;0.8064614239
20;92;0.8064614239
49;77;0.806354541
60;52;0.8062508408
56;73;0.8059739235
39;57;0.8058593606
70;52;0.8057574309
40;77;0.8056251315
84;106;0.8053100391
57;86;0.8052440484
57;106;0.8048336778
18;106;0.8048336778
36;79;0.8048022759
28;98;0.8043993898
63;98;0.8043993898
73;61;0.8043844218
96;56;0.8042192822
53;31;0.8041048762
27;34;0.8038994507
38;97;0.8035791146
70;15;0.8034214906
57;18;0.8031853643
38;18;0.8031853643
98;61;0.8030202888
69;20;0.8029262597
110;22;0.8027113469
96;83;0.8027064746
60;74;0.8024092126
60;62;0.8024092126
28;108;0.8021502926
89;71;0.8020132726
33;86;0.8017886235
23;13;0.8016980003
23;100;0.8016980003
81;85;0.8013640017
23;77;0.8004043442
93;60;0.8002232932
40;30;0.8001714997
110;89;0.800140635
49;24;0.7999767433
108;24;0.7999767433
58;104;0.7999604375
93;86;0.7999120813
12;89;0.7997675931
36;18;0.7996906952
40;97;0.7996707467
93;99;0.7995634029
32;20;0.799541992
48;20;0.799541992
28;22;0.7995364697
63;22;0.7995364697
60;61;0.7993406509
46;86;0.799196224
79;67;0.7989105318
58;106;0.7988927522
103;33;0.7988274306
20;33;0.7988274306
72;32;0.7987717751
48;34;0.7986777453
70;98;0.7986727478
46;83;0.7986501025
46;79;0.7986501025
53;67;0.7985638326
93;108;0.798314309
28;75;0.7982773049
12;61;0.7979825956
49;90;0.797895013
38;53;0.7977958581
110;98;0.7977520539
39;18;0.7976593046
51;100;0.7974961937
83;61;0.797189195
48;109;0.7969926911
27;43;0.7965337874
36;67;0.795916069
48;90;0.7958059386
28;82;0.7956526394
57;13;0.7949498823
75;13;0.7949498823
108;13;0.7949498823
108;100;0.7949498823
81;13;0.7949498823
81;100;0.7949498823
46;55;0.7949292535
81;23;0.7948510636
55;13;0.7948388834
93;71;0.7946116994
57;20;0.7944177439
110;33;0.7943872564
63;54;0.7943113716
80;89;0.794236745
16;106;0.7940200635
72;86;0.7939659564
40;53;0.7938874902
60;79;0.7936709526
36;102;0.7934639247
110;70;0.7931678537
110;46;0.7931678537
110;105;0.7931678537
107;82;0.7930961956
110;17;0.7928475965
28;43;0.7927962937
63;43;0.7927962937
87;83;0.7927890376
49;85;0.7927632114
80;106;0.7927588133
22;70;0.7926914924
92;77;0.7926140345
30;26;0.7925957253
22;90;0.7925211176
22;17;0.7925211176
22;92;0.7925211176
72;106;0.7924019999
53;61;0.7922452784
36;35;0.7921686318
15;105;0.7919827166
28;23;0.7917839155
70;94;0.7917654348
74;94;0.7917654348
26;94;0.7917654348
38;16;0.7917087507
102;106;0.7917017286
97;30;0.7915079968
57;77;0.7914642177
98;37;0.7913181449
28;109;0.7908632217
80;103;0.7908177761
63;55;0.7907195324
107;102;0.790598829
28;85;0.7905113878
48;99;0.7904519074
76;94;0.7904170554
69;90;0.7901922609
70;68;0.7901722719
70;85;0.7901722719
39;22;0.790160121
49;82;0.7901189971
91;85;0.7898902946
40;60;0.789833622
46;67;0.7897638956
49;71;0.789693518
96;27;0.789418216
98;18;0.7888872564
97;64;0.788828574
108;19;0.7886552352
81;19;0.7886552352
22;27;0.7883591528
48;97;0.7883350415
106;94;0.7882132439
45;17;0.7881914724
45;92;0.7881914724
36;61;0.7878125174
106;52;0.7877010159
72;60;0.7876678126
55;54;0.7876043978
40;25;0.787398974
93;82;0.7872436266
97;15;0.7872334431
89;74;0.7871229493
89;62;0.7871229493
108;15;0.786947792
22;48;0.7869129547
22;79;0.7869129547
22;62;0.7869129547
22;109;0.7869129547
42;68;0.7867773958
42;85;0.7867773958
40;109;0.7866030199
46;82;0.7865277693
38;50;0.7865243413
68;105;0.7863729383
49;23;0.7862502733
55;79;0.7862502733
28;16;0.7861856172
93;53;0.7859865089
27;18;0.7859233937
32;98;0.7857544453
40;90;0.7854162674
108;73;0.7849409118
81;73;0.7849409118
32;83;0.7849040563
24;52;0.7844495537
50;92;0.7842673471
80;57;0.7841339842
35;41;0.784007408
49;108;0.7840027695
60;33;0.7837734087
38;92;0.783481051
94;92;0.783481051
96;106;0.7834601353
87;61;0.7833301064
25;84;0.783307071
25;74;0.783307071
25;62;0.783307071
89;65;0.783307071
42;105;0.7832600394
93;38;0.7830781574
28;42;0.7830777558
36;68;0.7830768995
36;85;0.7830768995
30;35;0.7827811155
40;54;0.7826607936
103;94;0.7825687935
103;41;0.7825687935
20;74;0.7825687935
20;64;0.7825687935
20;94;0.7825687935
20;62;0.7825687935
20;41;0.7825687935
45;74;0.7825687935
45;105;0.7825687935
45;62;0.7825687935
45;41;0.7825687935
66;94;0.7825687935
66;41;0.7825687935
48;53;0.782551785
15;92;0.7824648304
15;35;0.7824161706
80;20;0.7823428794
49;81;0.7822595319
20;101;0.7822595319
28;97;0.7822055721
51;64;0.7821627441
47;61;0.7820993635
16;100;0.7819442596
28;18;0.7818118218
63;18;0.7818118218
45;79;0.7817824974
45;52;0.7817824974
46;61;0.781660344
38;82;0.7815486194
23;52;0.7813604406
108;81;0.7809982816
70;109;0.7808763778
49;56;0.7808653548
27;99;0.7808485323
31;99;0.7808485323
54;13;0.7806830094
54;100;0.7806830094
16;77;0.7806506034
97;99;0.7805102289
37;62;0.7804323716
18;100;0.7803748312
57;35;0.7803583155
38;35;0.7803583155
108;35;0.7803583155
81;35;0.7803583155
79;76;0.7801812684
87;109;0.7801224368
74;99;0.7800622362
48;71;0.7799274428
64;52;0.7798308004
21;100;0.7796259247
36;46;0.7795595431
36;105;0.7795595431
60;97;0.7794658324
87;57;0.7793807846
87;49;0.7793807846
63;47;0.7793612393
56;47;0.7793612393
25;26;0.7791355455
76;85;0.7791355455
51;52;0.779050919
93;42;0.7787020386
93;77;0.7786679026
89;85;0.7786591842
107;59;0.7784437141
80;24;0.7782513669
75;26;0.7782412737
48;65;0.7780593693
98;95;0.777973193
57;85;0.7778728881
57;109;0.7778728881
36;15;0.7778703084
106;26;0.7778486044
25;90;0.777754409
38;85;0.7776722183
40;82;0.7776402515
93;90;0.7775152861
25;61;0.7772704942
49;30;0.7771726828
63;70;0.7771538071
87;33;0.777082831
46;68;0.7769247261
87;85;0.7768213012
64;62;0.7767754683
64;41;0.7767754683
22;13;0.7766832613
72;95;0.7766799308
57;12;0.7766799308
57;95;0.7766799308
49;26;0.7766719299
55;26;0.7766719299
28;53;0.7764223156
85;61;0.7762500029
57;82;0.7752286738
39;103;0.7752272474
51;41;0.7752092908
49;98;0.7744932599
89;31;0.7743312891
60;86;0.7742109235
38;70;0.774154862
27;79;0.7740737852
33;74;0.7738582882
33;64;0.7738582882
33;62;0.7738582882
50;105;0.7738582882
50;64;0.7738582882
50;62;0.7738582882
50;52;0.7738582882
95;65;0.773756229
98;68;0.7736724635
63;100;0.7735763397
56;100;0.7735763397
84;65;0.7734114825
75;65;0.7733035068
71;79;0.7732874891
106;13;0.7732245058
37;13;0.7732245058
94;13;0.7732245058
53;35;0.773091019
96;20;0.7730442014
30;99;0.7729872148
18;65;0.7729351212
97;65;0.7729108375
84;52;0.7728966755
72;75;0.7728552934
55;44;0.7728261037
84;48;0.7726226074
18;37;0.7726226074
75;48;0.7725146316
103;53;0.7724027741
38;56;0.772294977
98;50;0.7722262333
20;15;0.7722145096
45;15;0.7722145096
72;43;0.7721716583
38;43;0.7721716583
89;23;0.7721462461
68;83;0.7721152481
62;52;0.7721103794
75;52;0.7720024036
57;37;0.7718363113
57;91;0.7718363113
38;37;0.7718363113
108;37;0.7718363113
75;67;0.7717283355
38;55;0.7717166093
56;77;0.7716876605
57;52;0.771634018
94;52;0.771634018
95;61;0.7716057181
59;24;0.7715822682
86;24;0.7715822682
89;26;0.7715080291
48;81;0.7714487237
87;56;0.7714440599
15;94;0.7713942144
57;23;0.7713599499
93;34;0.7709937347
