a1 a2 distance
66 31 0
66 56 0
66 57 0
66 33 0
66 52 0
66 40 0
66 45 0
66 27 0
66 59 0
66 61 0
66 23 0
66 28 0
66 25 0
66 46 0
66 62 0
66 42 0
66 39 0
66 20 0
66 50 0
66 30 0
66 26 0
66 54 0
66 37 0
66 29 0
66 51 0
66 67 0
66 44 0
66 48 0
66 36 0
66 65 0
66 35 0
66 63 0
66 21 0
66 41 0
66 68 0
66 43 0
66 60 0
66 69 0
66 34 0
66 47 0
66 24 0
66 22 0
66 32 0
66 64 0
66 58 0
66 55 0
66 38 0
66 53 0
66 49 0
31 56 0
31 57 0
31 33 0
31 52 0
31 40 0
31 45 0
31 27 0
31 59 0
31 61 0
31 23 0
31 28 0
31 25 0
31 46 0
31 62 0
31 42 0
31 39 0
31 20 0
31 50 0
31 30 0
31 26 0
31 54 0
31 37 0
31 29 0
31 51 0
31 67 0
31 44 0
31 48 0
31 36 0
31 65 0
31 35 0
31 63 0
31 21 0
31 41 0
31 68 0
31 43 0
31 60 0
31 69 0
31 34 0
31 47 0
31 24 0
31 22 0
31 32 0
31 64 0
31 58 0
31 55 0
31 38 0
31 53 0
31 49 0
56 57 0
56 33 0
56 52 0
56 40 0
56 45 0
56 27 0
56 59 0
56 61 0
56 23 0
56 28 0
56 25 0
56 46 0
56 62 0
56 42 0
56 39 0
56 20 0
56 50 0
56 30 0
56 26 0
56 54 0
56 37 0
56 29 0
56 51 0
56 67 0
56 44 0
56 48 0
56 36 0
56 65 0
56 35 0
56 63 0
56 21 0
56 41 0
56 68 0
56 43 0
56 60 0
56 69 0
56 34 0
56 47 0
56 24 0
56 22 0
56 32 0
56 64 0
56 58 0
56 55 0
56 38 0
56 53 0
56 49 0
57 33 0
57 52 0
57 40 0
57 45 0
57 27 0
57 59 0
57 61 0
57 23 0
57 28 0
57 25 0
57 46 0
57 62 0
57 42 0
57 39 0
57 20 0
57 50 0
57 30 0
57 26 0
57 54 0
57 37 0
57 29 0
57 51 0
57 67 0
57 44 0
57 48 0
57 36 0
57 65 0
57 35 0
57 63 0
57 21 0
57 41 0
57 68 0
57 43 0
57 60 0
57 69 0
57 34 0
57 47 0
57 24 0
57 22 0
57 32 0
57 64 0
57 58 0
57 55 0
57 38 0
57 53 0
57 49 0
33 52 0
33 40 0
33 45 0
33 27 0
33 59 0
33 61 0
33 23 0
33 28 0
33 25 0
33 46 0
33 62 0
33 42 0
33 39 0
33 20 0
33 50 0
33 30 0
33 26 0
33 54 0
33 37 0
33 29 0
33 51 0
33 67 0
33 44 0
33 48 0
33 36 0
33 65 0
33 35 0
33 63 0
33 21 0
33 41 0
33 68 0
33 43 0
33 60 0
33 69 0
33 34 0
33 47 0
33 24 0
33 22 0
33 32 0
33 64 0
33 58 0
33 55 0
33 38 0
33 53 0
33 49 0
52 40 0
52 45 0
52 27 0
52 59 0
52 61 0
52 23 0
52 28 0
52 25 0
52 46 0
52 62 0
52 42 0
52 39 0
52 20 0
52 50 0
52 30 0
52 26 0
52 54 0
52 37 0
52 29 0
52 51 0
52 67 0
52 44 0
52 48 0
52 36 0
52 65 0
52 35 0
52 63 0
52 21 0
52 41 0
52 68 0
52 43 0
52 60 0
52 69 0
52 34 0
52 47 0
52 24 0
52 22 0
52 32 0
52 64 0
52 58 0
52 55 0
52 38 0
52 53 0
52 49 0
40 45 0
40 27 0
40 59 0
40 61 0
40 23 0
40 28 0
40 25 0
40 46 0
40 62 0
40 42 0
40 39 0
40 20 0
40 50 0
40 30 0
40 26 0
40 54 0
40 37 0
40 29 0
40 51 0
40 67 0
40 44 0
40 48 0
40 36 0
40 65 0
40 35 0
40 63 0
40 21 0
40 41 0
40 68 0
40 43 0
40 60 0
40 69 0
40 34 0
40 47 0
40 24 0
40 22 0
40 32 0
40 64 0
40 58 0
40 55 0
40 38 0
40 53 0
40 49 0
45 27 0
45 59 0
45 61 0
45 23 0
45 28 0
45 25 0
45 46 0
45 62 0
45 42 0
45 39 0
45 20 0
45 50 0
45 30 0
