a1 a2 distance
24 69 0.5238371164118696
24 59 0.5342020873174314
24 67 0.4370115573699775
24 43 0.475306643139379
24 42 0.38600584164020935
24 35 0.532537696252234
24 31 0.38472401340741036
24 29 0.5423713986997164
24 41 0.34678123293024715
24 22 0.3482665528342897
24 47 0.3738561161788242
24 37 0.5600275365263191
24 23 0.6675653057137216
24 66 0.4687992262688888
24 50 0.6174264343544063
24 64 0.6021062726636144
24 27 0.46851505978884794
24 63 0.5932235868150514
24 25 0.4866006665255217
24 38 0.46976353484967204
24 28 0.46124172495510624
24 57 0.46018840827702545
24 20 0.38759690219265364
24 62 0.4583508059877472
24 49 0.5586456168697402
24 60 0.31201346000130853
24 65 0.4917735673316172
24 30 0.46462588803984595
24 68 0.6106550550269888
24 51 0.5124565746782486
24 46 0.46977504588080343
24 56 0.492360203394426
24 61 0.5001207298285179
24 58 0.4638615263782177
24 45 0.4885509907628386
24 54 0.5054367991496928
24 34 0.5439796831532896
24 32 0.5215515068069813
24 21 0.5300735233771902
24 44 0.41834345532769956
24 26 0.5693514834084391
24 39 0.45210326472876244
24 36 0.4508116281427569
24 52 0.47300470530990835
24 55 0.5215509770485334
24 48 0.4808399066662166
24 53 0.5071861415411967
24 33 0.40249993570346865
24 40 0.3603948813475774
69 59 0.40081963024884837
69 67 0.5605565681751168
69 43 0.415241877582927
69 42 0.4312571801790792
69 35 0.49039249480929603
69 31 0.3316380133200288
69 29 0.5081234833337838
69 41 0.46112978996552306
69 22 0.39982878794917853
69 47 0.4187925477409086
69 37 0.6402525271815802
69 23 0.531613575527696
69 66 0.42458415073663
69 50 0.5971475655828844
69 64 0.5837030444587221
69 27 0.4760976028288718
69 63 0.4564955185716628
69 25 0.3839396169958255
69 38 0.5039245017482681
69 28 0.5000722177549444
69 57 0.5052848863466447
69 20 0.4170941531180515
69 62 0.4099379005056448
69 49 0.6169443836479737
69 60 0.45686809527197286
69 65 0.39135540351073117
69 30 0.3808441047137171
69 68 0.4836583840779457
69 51 0.5605954278419902
69 46 0.5513811748263844
69 56 0.4322617486006847
69 61 0.4051050329552825
69 58 0.3903234312233931
69 45 0.5254362837973334
69 54 0.3501843655785382
69 34 0.4968260469674858
69 32 0.4646270818955605
69 21 0.44270347943950983
69 44 0.44945926438952705
69 26 0.6077711274821314
69 39 0.5263876394595528
69 36 0.38878977645670953
69 52 0.49370761764318294
69 55 0.5247854837817167
69 48 0.3915624894450672
69 53 0.49348147624532973
69 33 0.5333182841794175
69 40 0.3770859095162156
59 67 0.44591355889753836
59 43 0.5154312646074473
59 42 0.42194399536937344
59 35 0.5466524496143906
59 31 0.46468650153064794
59 29 0.6081873777647215
59 41 0.46993144730547265
59 22 0.4844609013662017
59 47 0.46243501909743046
59 37 0.49534844413848467
59 23 0.5179684812141733
59 66 0.5509795227672367
59 50 0.5643682787144686
59 64 0.5513900464295746
59 27 0.5240354323659944
59 63 0.5695801576024615
59 25 0.5253511960325563
59 38 0.5343123891542372
59 28 0.4068117401504724
59 57 0.434727148397252
59 20 0.4728796520432221
59 62 0.5411453564150337
59 49 0.578929016564973
59 60 0.41532639039418867
59 65 0.5709081640547613
59 30 0.5616391737236335
59 68 0.5202934313273678
59 51 0.5377158356737387
59 46 0.5333670184955738
59 56 0.3334957948787829
59 61 0.5293774262545882
59 58 0.42936653534125097
59 45 0.5594934400523239
59 54 0.4717938415081925
59 34 0.561232595896419
59 32 0.4686302547576182
59 21 0.4370977902432086
59 44 0.5184029542600465
59 26 0.44747657496337034
59 39 0.6214949386799234
59 36 0.4042308681554959
59 52 0.6054181355278325
59 55 0.5223841269248233
59 48 0.44947541773265043
59 53 0.47736572508622543
59 33 0.5017691753602966
59 40 0.5482668424762881
67 43 0.45146545883380307
67 42 0.4856470971417718
67 35 0.5200974491904289
67 31 0.46962746936111177
67 29 0.5488422661166007
67 41 0.39781846256420955
67 22 0.3406060563170741
67 47 0.33552774926287643
67 37 0.5411001740228822
67 23 0.5586551603553234
67 66 0.43290714367202077
67 50 0.4522608229665768
67 64 0.4982293499052036
67 27 0.41269916496400116
67 63 0.5638981062767063
67 25 0.5024315578549501
67 38 0.5230629069475683
67 28 0.465490557340318
67 57 0.3752514193980514
67 20 0.4449121670443672
67 62 0.3982082253091324
