a1 a2 distance
49 40 0
49 23 0
49 59 0
49 47 0
49 28 0
49 37 0
49 43 0
49 61 0
49 64 0
49 20 0
49 50 0
49 62 0
49 48 0
49 27 0
49 21 0
49 36 0
49 46 0
49 55 0
49 68 0
49 53 0
49 22 0
49 42 0
49 35 0
49 44 0
49 26 0
49 29 0
49 66 0
49 69 0.02480212393046242
49 30 0
49 65 0
49 58 0
49 34 0
49 51 0
49 63 0
49 60 0
49 54 0
49 32 0
49 56 0
49 67 0
49 41 0
49 31 0
49 39 0
49 24 0
49 52 0
49 33 0
49 38 0
49 57 0
49 25 0
49 45 0
40 23 0
40 59 0
40 47 0
40 28 0
40 37 0
40 43 0
40 61 0
40 64 0
40 20 0
40 50 0
40 62 0
40 48 0
40 27 0
40 21 0
40 36 0
40 46 0
40 55 0
40 68 0
40 53 0
40 22 0
40 42 0
40 35 0
40 44 0
40 26 0
40 29 0
40 66 0
40 69 0.02480212393046242
40 30 0
40 65 0
40 58 0
40 34 0
40 51 0
40 63 0
40 60 0
40 54 0
40 32 0
40 56 0
40 67 0
40 41 0
40 31 0
40 39 0
40 24 0
40 52 0
40 33 0
40 38 0
40 57 0
40 25 0
40 45 0
23 59 0
23 47 0
23 28 0
23 37 0
23 43 0
23 61 0
23 64 0
23 20 0
23 50 0
23 62 0
23 48 0
23 27 0
23 21 0
23 36 0
23 46 0
23 55 0
23 68 0
23 53 0
23 22 0
23 42 0
23 35 0
23 44 0
23 26 0
23 29 0
23 66 0
23 69 0.02480212393046242
23 30 0
23 65 0
23 58 0
23 34 0
23 51 0
23 63 0
23 60 0
23 54 0
23 32 0
23 56 0
23 67 0
23 41 0
23 31 0
23 39 0
23 24 0
23 52 0
23 33 0
23 38 0
23 57 0
23 25 0
23 45 0
59 47 0
59 28 0
59 37 0
59 43 0
59 61 0
59 64 0
59 20 0
59 50 0
59 62 0
59 48 0
59 27 0
59 21 0
59 36 0
59 46 0
59 55 0
59 68 0
59 53 0
59 22 0
59 42 0
59 35 0
59 44 0
59 26 0
59 29 0
59 66 0
59 69 0.02480212393046242
59 30 0
59 65 0
59 58 0
59 34 0
59 51 0
59 63 0
59 60 0
59 54 0
59 32 0
59 56 0
59 67 0
59 41 0
59 31 0
59 39 0
59 24 0
59 52 0
59 33 0
59 38 0
59 57 0
59 25 0
59 45 0
47 28 0
47 37 0
47 43 0
47 61 0
47 64 0
47 20 0
47 50 0
47 62 0
47 48 0
47 27 0
47 21 0
47 36 0
47 46 0
47 55 0
47 68 0
47 53 0
47 22 0
47 42 0
47 35 0
47 44 0
47 26 0
47 29 0
47 66 0
47 69 0.02480212393046242
47 30 0
47 65 0
47 58 0
47 34 0
47 51 0
47 63 0
47 60 0
47 54 0
47 32 0
47 56 0
47 67 0
47 41 0
47 31 0
47 39 0
47 24 0
47 52 0
47 33 0
47 38 0
47 57 0
47 25 0
47 45 0
28 37 0
28 43 0
28 61 0
28 64 0
28 20 0
28 50 0
28 62 0
28 48 0
28 27 0
28 21 0
28 36 0
28 46 0
28 55 0
28 68 0
28 53 0
28 22 0
28 42 0
28 35 0
28 44 0
28 26 0
28 29 0
28 66 0
28 69 0.02480212393046242
28 30 0
28 65 0
28 58 0
28 34 0
28 51 0
28 63 0
28 60 0
28 54 0
28 32 0
28 56 0
28 67 0
28 41 0
28 31 0
28 39 0
28 24 0
28 52 0
28 33 0
28 38 0
28 57 0
28 25 0
28 45 0
37 43 0
37 61 0
37 64 0
37 20 0
37 50 0
37 62 0
37 48 0
37 27 0
37 21 0
37 36 0
37 46 0
37 55 0
37 68 0
37 53 0
37 22 0
37 42 0
37 35 0
37 44 0
37 26 0
37 29 0
37 66 0
37 69 0.02480212393046242
37 30 0
37 65 0
37 58 0
37 34 0
37 51 0
37 63 0
37 60 0
37 54 0
37 32 0
37 56 0
37 67 0
37 41 0
37 31 0
37 39 0
37 24 0
37 52 0
37 33 0
37 38 0
37 57 0
37 25 0
37 45 0
43 61 0
43 64 0
43 20 0
43 50 0
43 62 0
43 48 0
43 27 0
43 21 0
43 36 0
43 46 0
43 55 0
43 68 0
43 53 0
43 22 0
43 42 0
43 35 0
43 44 0
43 26 0
43 29 0
43 66 0
43 69 0.02480212393046242
43 30 0
43 65 0
43 58 0
43 34 0
43 51 0
43 63 0
43 60 0
43 54 0
43 32 0
43 56 0
43 67 0
43 41 0
43 31 0
43 39 0
43 24 0
43 52 0
43 33 0
43 38 0
43 57 0
43 25 0
