a1 a2 distance
56 23 0
56 64 0
56 59 0
56 26 0
56 20 0
56 25 0
56 34 0
56 28 0
56 37 0
56 51 0
56 61 0
56 62 0
56 48 0
56 65 0
56 54 0
56 40 0
56 27 0
56 29 0
56 36 0
56 31 0
56 66 0
56 49 0
56 41 0
56 42 0
56 30 0
56 58 0
56 63 0
56 24 0
56 39 0
56 57 0
56 47 0
56 53 0
56 35 0
56 22 0
56 60 0
56 38 0
56 68 0
56 45 0
56 50 0
56 32 0
56 21 0
56 33 0
56 67 0
56 46 0
56 55 0
56 52 0
56 43 0
56 69 0
56 44 0
23 64 0
23 59 0
23 26 0
23 20 0
23 25 0
23 34 0
23 28 0
23 37 0
23 51 0
23 61 0
23 62 0
23 48 0
23 65 0
23 54 0
23 40 0
23 27 0
23 29 0
23 36 0
23 31 0
23 66 0
23 49 0
23 41 0
23 42 0
23 30 0
23 58 0
23 63 0
23 24 0
23 39 0
23 57 0
23 47 0
23 53 0
23 35 0
23 22 0
23 60 0
23 38 0
23 68 0
23 45 0
23 50 0
23 32 0
23 21 0
23 33 0
23 67 0
23 46 0
23 55 0
23 52 0
23 43 0
23 69 0
23 44 0
64 59 0
64 26 0
64 20 0
64 25 0
64 34 0
64 28 0
64 37 0
64 51 0
64 61 0
64 62 0
64 48 0
64 65 0
64 54 0
64 40 0
64 27 0
64 29 0
64 36 0
64 31 0
64 66 0
64 49 0
64 41 0
64 42 0
64 30 0
64 58 0
64 63 0
64 24 0
64 39 0
64 57 0
64 47 0
64 53 0
64 35 0
64 22 0
64 60 0
64 38 0
64 68 0
64 45 0
64 50 0
64 32 0
64 21 0
64 33 0
64 67 0
64 46 0
64 55 0
64 52 0
64 43 0
64 69 0
64 44 0
59 26 0
59 20 0
59 25 0
59 34 0
59 28 0
59 37 0
59 51 0
59 61 0
59 62 0
59 48 0
59 65 0
59 54 0
59 40 0
59 27 0
59 29 0
59 36 0
59 31 0
59 66 0
59 49 0
59 41 0
59 42 0
59 30 0
59 58 0
59 63 0
59 24 0
59 39 0
59 57 0
59 47 0
59 53 0
59 35 0
59 22 0
59 60 0
59 38 0
59 68 0
59 45 0
59 50 0
59 32 0
59 21 0
59 33 0
59 67 0
59 46 0
59 55 0
59 52 0
59 43 0
59 69 0
59 44 0
26 20 0
26 25 0
26 34 0
26 28 0
26 37 0
26 51 0
26 61 0
26 62 0
26 48 0
26 65 0
26 54 0
26 40 0
26 27 0
26 29 0
26 36 0
26 31 0
26 66 0
26 49 0
26 41 0
26 42 0
26 30 0
26 58 0
26 63 0
26 24 0
26 39 0
26 57 0
26 47 0
26 53 0
26 35 0
26 22 0
26 60 0
26 38 0
26 68 0
26 45 0
26 50 0
26 32 0
26 21 0
26 33 0
26 67 0
26 46 0
26 55 0
26 52 0
26 43 0
26 69 0
26 44 0
20 25 0
20 34 0
20 28 0
20 37 0
20 51 0
20 61 0
20 62 0
20 48 0
20 65 0
20 54 0
20 40 0
20 27 0
20 29 0
20 36 0
20 31 0
20 66 0
20 49 0
20 41 0
20 42 0
20 30 0
20 58 0
20 63 0
20 24 0
20 39 0
20 57 0
20 47 0
20 53 0
20 35 0
20 22 0
20 60 0
20 38 0
20 68 0
20 45 0
20 50 0
20 32 0
20 21 0
20 33 0
20 67 0
20 46 0
20 55 0
20 52 0
20 43 0
20 69 0
20 44 0
25 34 0
25 28 0
25 37 0
25 51 0
25 61 0
25 62 0
25 48 0
25 65 0
25 54 0
25 40 0
25 27 0
25 29 0
25 36 0
25 31 0
25 66 0
25 49 0
25 41 0
25 42 0
25 30 0
25 58 0
25 63 0
25 24 0
25 39 0
25 57 0
25 47 0
25 53 0
25 35 0
25 22 0
25 60 0
25 38 0
25 68 0
25 45 0
25 50 0
25 32 0
25 21 0
25 33 0
25 67 0
25 46 0
25 55 0
25 52 0
25 43 0
25 69 0
25 44 0
34 28 0
34 37 0
34 51 0
34 61 0
34 62 0
34 48 0
34 65 0
34 54 0
34 40 0
34 27 0
34 29 0
34 36 0
34 31 0
34 66 0
34 49 0
34 41 0
34 42 0
34 30 0
34 58 0
34 63 0
34 24 0
34 39 0
34 57 0
34 47 0
34 53 0
34 35 0
34 22 0
34 60 0
34 38 0
34 68 0
34 45 0
34 50 0
34 32 0
34 21 0
34 33 0
34 67 0
34 46 0
34 55 0
34 52 0
34 43 0
34 69 0
34 44 0
28 37 0
28 51 0
28 61 0
28 62 0
28 48 0
28 65 0
28 54 0
28 40 0
28 27 0
28 29 0
28 36 0
28 31 0
28 66 0
28 49 0
28 41 0
28 42 0
28 30 0
28 58 0
28 63 0
28 24 0
28 39 0
28 57 0
28 47 0
28 53 0
28 35 0
28 22 0
28 60 0
28 38 0
28 68 0
28 45 0
28 50 0
28 32 0
28 21 0
28 33 0
28 67 0
28 46 0
28 55 0
28 52 0
28 43 0
28 69 0
28 44 0
37 51 0
37 61 0
37 62 0
37 48 0
37 65 0
37 54 0
37 40 0
37 27 0
37 29 0
37 36 0
37 31 0
37 66 0
37 49 0
37 41 0
37 42 0
37 30 0
37 58 0
37 63 0
37 24 0
37 39 0
37 57 0
37 47 0
37 53 0
37 35 0
37 22 0
37 60 0
37 38 0
37 68 0
37 45 0
37 50 0
37 32 0
37 21 0
37 33 0
37 67 0
37 46 0
37 55 0
37 52 0
37 43 0
37 69 0
37 44 0
51 61 0
51 62 0
51 48 0
51 65 0
51 54 0
51 40 0
51 27 0
51 29 0
51 36 0
51 31 0
51 66 0
51 49 0
51 41 0
51 42 0
51 30 0
51 58 0
51 63 0
51 24 0
51 39 0
51 57 0
51 47 0
51 53 0
51 35 0
51 22 0
51 60 0
51 38 0
51 68 0
51 45 0
51 50 0
51 32 0
51 21 0
51 33 0
51 67 0
51 46 0
51 55 0
51 52 0
51 43 0
51 69 0
51 44 0
61 62 0
61 48 0
61 65 0
61 54 0
61 40 0
61 27 0
61 29 0
61 36 0
61 31 0
61 66 0
61 49 0
61 41 0
61 42 0
61 30 0
61 58 0
61 63 0
61 24 0
61 39 0
61 57 0
61 47 0
61 53 0
61 35 0
61 22 0
61 60 0
61 38 0
61 68 0
61 45 0
61 50 0
61 32 0
61 21 0
61 33 0
61 67 0
61 46 0
61 55 0
61 52 0
61 43 0
61 69 0
61 44 0
62 48 0
62 65 0
62 54 0
62 40 0
62 27 0
62 29 0
62 36 0
62 31 0
62 66 0
62 49 0
62 41 0
62 42 0
62 30 0
62 58 0
62 63 0
62 24 0
62 39 0
62 57 0
62 47 0
62 53 0
62 35 0
62 22 0
62 60 0
62 38 0
62 68 0
62 45 0
62 50 0
62 32 0
62 21 0
62 33 0
62 67 0
62 46 0
62 55 0
62 52 0
62 43 0
62 69 0
