a1 a2 distance
44 39 0.24415394268981055
44 54 0.33252937107679137
44 60 0.3119406866832698
44 49 0.2541669096280293
44 47 0.2955793852788928
44 58 0.22130146118079436
44 26 0.3303215759772621
44 32 0.3712449647798416
44 63 0.29361670824884584
44 52 0.29222904737573124
44 21 0.30262499157794515
44 28 0.3058010129958328
44 61 0.29053104659084256
44 69 0.26970809653740097
44 29 0.3986632856224529
44 37 0.2843614648425207
44 51 0.43519607221535683
44 45 0.4121666171780499
44 25 0.28274828884450665
44 24 0.25200956604589586
44 46 0.3999596925183559
44 55 0.2717235865895313
44 48 0.27742150616905786
44 35 0.19572689262794368
44 53 0.3058916184601032
44 67 0.23321662259631637
44 65 0.26986501504305915
44 22 0.1969205433349162
44 31 0.2655273192833564
44 23 0.38295353982904096
44 68 0.26301099926176075
44 36 0.25974529535488766
44 42 0.2714085730416744
44 27 0.2819166217409898
44 34 0.2671512151910148
44 30 0.17294340173966485
44 38 0.3510773940366587
44 56 0.2628951106433676
44 59 0.261726671347711
44 64 0.2834439374979024
44 66 0.2121525076211383
44 43 0.1960385883533547
44 50 0.35857065429991275
44 20 0.35015780093649645
44 41 0.30497146177218887
44 57 0.3567656951801975
44 33 0.29397286707048126
44 62 0.3214002690678815
44 40 0.26852883788694887
39 54 0.3713011571746588
39 60 0.2936030684049008
39 49 0.31946164947431943
39 47 0.3124117762803593
39 58 0.32471849026149363
39 26 0.4556441222449239
39 32 0.4180545782761012
39 63 0.33446194426238635
39 52 0.3994336125292994
39 21 0.36643249343088086
39 28 0.37205903011229313
39 61 0.3202076653864625
39 69 0.3363369768428459
39 29 0.35511776495684244
39 37 0.2730534676595513
39 51 0.5154994153289636
39 45 0.37963927100950856
39 25 0.3166970941733887
39 24 0.29475576194185804
39 46 0.36941011661427114
39 55 0.30178720996169217
39 48 0.3671160314545153
39 35 0.2581367479349772
39 53 0.25762605513615655
39 67 0.3614410624286325
39 65 0.3867056939060841
39 22 0.3053091649628134
39 31 0.30848789440170904
39 23 0.3745320084106224
39 68 0.3357795572788971
39 36 0.31601797873330384
39 42 0.29789933282722536
39 27 0.28929896805463107
39 34 0.29530956448328916
39 30 0.25801903097330947
39 38 0.3181532108921993
39 56 0.37872242932378886
39 59 0.21945784116230774
39 64 0.310138728342313
39 66 0.2436750826488594
39 43 0.20142806332139934
39 50 0.36343811101017637
39 20 0.3056173377874681
39 41 0.4037290576131209
39 57 0.4126516579904339
39 33 0.31601898444681875
39 62 0.2983658261641154
39 40 0.30655920882981835
54 60 0.21181718871651317
54 49 0.2197275800914294
54 47 0.20422974576004532
54 58 0.28219691468751174
54 26 0.26592196958537406
54 32 0.4194266135143686
54 63 0.3460248615046597
54 52 0.379753344703489
54 21 0.2997956361714914
54 28 0.2550869893447222
54 61 0.3100491418122686
54 69 0.3138522958325942
54 29 0.3860277886005719
54 37 0.2511546917275796
54 51 0.42910003613572245
54 45 0.3752247740375899
54 25 0.2129190344957061
54 24 0.24946647039591574
54 46 0.3583773349832829
54 55 0.25730995375143084
54 48 0.261215815169508
54 35 0.19360561762117162
54 53 0.4142585524755247
54 67 0.199174267549804
54 65 0.3320403254694374
54 22 0.18605889853674323
54 31 0.1486028234657177
54 23 0.3889225423879107
54 68 0.31838010284627183
54 36 0.2288493568607528
54 42 0.2859133176505694
54 27 0.28811901559418474
54 34 0.38942762437656137
54 30 0.2131000849701183
54 38 0.3976833098666607
54 56 0.32988081798358004
54 59 0.19588052455200008
54 64 0.30809930489829407
54 66 0.32684942857852384
54 43 0.25541675776110384
54 50 0.3806875706786143
54 20 0.2431461491645452
54 41 0.25306872322555507
54 57 0.4083056466823175
54 33 0.36697829820984873
54 62 0.31062510955674993
54 40 0.3271607837141525
60 49 0.21098597169416022
60 47 0.2239745556944887
60 58 0.22809519490321825
60 26 0.31811256041340596
60 32 0.3129851744737373
60 63 0.37907091776699087
60 52 0.3200615088248197
60 21 0.262995240420291
60 28 0.27230695142114414
60 61 0.29518591986102016
60 69 0.2139868431355544
60 29 0.2420728889171549
60 37 0.2083459872663158
60 51 0.39055322529907344
60 45 0.3233165149904183
60 25 0.23841164630200318
60 24 0.1313652066524437
60 46 0.34455542886716034
60 55 0.2049800203450392
60 48 0.19614955492674327
60 35 0.2095147492308989
60 53 0.3521948755831148
60 67 0.23803129884831806
