a1 a2 distance
24 27 0.05250843387081303
24 30 0.20685340061855
24 22 0.04463945130761031
24 66 0.0653119831907332
24 20 0.04718742028296232
24 56 0.10522510169095285
24 69 0.011192471410666122
24 52 0.00782372729036906
24 31 0.09664059642489282
24 43 0
24 47 0.12310319535844441
24 54 0.09429835814741985
24 29 0.04214703458406737
24 28 0.040192095958619424
24 48 0.03172670656753508
24 36 0.006272878079688076
24 57 0.0793452871012513
24 42 0.08845267173149152
24 61 0.1604462566244929
24 67 0.13595713281819405
24 37 0.09919477027413506
24 21 0.038089901742138894
24 33 0.010070276834626546
24 50 0.057016994690667566
24 65 0.012105312888374853
24 26 0.07097017826231052
24 35 0.11967935470648088
24 58 0.012465585212525753
24 32 0.05458826711023159
24 60 0.03550756854668606
24 45 0.11599274709153769
24 46 0.06819119099651445
24 41 0.11480273064364033
24 68 0.053145986024301164
24 53 0.06577758347752842
24 63 0.06754036298254008
24 62 0.03696158527960632
24 23 0.042098996956869264
24 34 0.01599402493849787
24 40 0.18585612551332725
24 39 0.07561698266136507
24 49 0
24 44 0.1984723637241246
24 51 0.022189321738247048
24 59 0.029321012510798168
24 38 0.048731505763416214
24 25 0.02383245927326329
24 64 0.06792059098908723
24 55 0.10294605666825678
27 30 0.24764417099284491
27 22 0.07656556354175476
27 66 0.10610275356502807
27 20 0.0879781906572572
27 56 0.1831183768758012
27 69 0.051983241784961
27 52 0.09748053261697535
27 31 0.13743136679918772
27 43 0.04079077037429488
27 47 0.1638939657327393
27 54 0.1233255983799568
27 29 0.08293780495836225
27 28 0.08098286633291431
27 48 0.07251747694182997
27 36 0.047736554756306566
27 57 0.12013605747554616
27 42 0.1292434421057864
27 61 0.20123702699878782
27 67 0.16049372145472296
27 37 0.13269853109857183
27 21 0.07888067211643376
27 33 0.06988259520225282
27 50 0.09786855260955606
27 65 0.05289608326266972
27 26 0.11182173618119899
27 35 0.1691129150639223
27 58 0.053256355586820625
27 32 0.09537903748452646
27 60 0.07629833892098094
27 45 0.15678351746583258
27 46 0.0626779596481867
27 41 0.1555935010179352
27 68 0.09393675639859604
27 53 0.09138630875447204
27 63 0.10833113335683495
27 62 0.0778131431984948
27 23 0.08288976733116414
27 34 0.05678479531279275
27 40 0.2614396879757797
27 39 0.11640775303565995
27 49 0.04079077037429488
27 44 0.19903988912925455
27 51 0.06298009211254192
27 59 0.07011178288509304
27 38 0.1498988389609887
27 25 0.08364477764088958
27 64 0.10871136136338211
27 55 0.14373682704255167
30 22 0.19315203703019784
30 66 0.19806884008847242
30 20 0.19626597900018036
30 56 0.2988617811188298
30 69 0.17491804435781055
30 52 0.2525855345380551
30 31 0.20626194624402258
30 43 0.14942196107135558
30 47 0.1704342572570694
30 54 0.24953356218146033
30 29 0.17106286396445702
30 28 0.17555425830473714
30 48 0.18190553241565008
30 36 0.1678787451081994
30 57 0.24307086004839573
30 42 0.21054278652530095
30 61 0.30031189156766847
30 67 0.2659071897961819
30 37 0.2629203432212795
30 21 0.1970428975759633
30 33 0.19233171992857223
30 50 0.20961763614775722
30 65 0.19213910793477093
30 26 0.23475653875404853
30 35 0.3288126015549851
30 58 0.15533241257740263
30 32 0.194503556077848
30 60 0.15163843456093906
30 45 0.272431310488824
30 46 0.20443380715569542
30 41 0.2355977601047508
30 68 0.17523610081811064
30 53 0.1826859428465163
30 63 0.23850052549871706
30 62 0.17033784893725162
30 23 0.20582456990401368
30 34 0.19602781998489396
30 40 0.3085154085681192
30 39 0.2393425556085095
30 49 0.1389772175841724
30 44 0.300495000669206
30 51 0.2187478663773315
30 59 0.13188309978416712
30 38 0.2409358098945026
30 25 0.20609390236720898
30 64 0.15801709304993045
30 55 0.18489102145151126
22 66 0.1764345305587845
22 20 0.16606056113505677
22 56 0.27296427749535873
22 69 0.13006561226276056
22 52 0.16225877272787625
22 31 0.20906461820963496
22 43 0.11887314085209444
22 47 0.24197633621053885
22 54 0.21317149899951432
22 29 0.12621043186940703
22 28 0.15906523681071388
22 48 0.1428492539355864
22 36 0.08216468944155272
22 57 0.1982184279533457
22 42 0.20732581258358596
22 61 0.26086179340906934
22 67 0.23809041408599244
22 37 0.16413865955511334
22 21 0.16209184830114828
22 33 0.1479649656800524
22 50 0.17595092308735563
22 65 0.15234485396689193
22 26 0.18990410665899857
22 35 0.24719528554172188
22 58 0.13133872606462021
22 32 0.1709642375872503
22 60 0.13110954185721088
22 45 0.2284167688762798
22 46 0.16063394105463916
22 41 0.2209517660116302
22 68 0.1625599591621995
22 53 0.16438952420613806
22 63 0.18641350383463454
22 62 0.14664586794510356
22 23 0.08963278865058863
22 34 0.15623356601701494
22 40 0.31385278338092626
22 39 0.1944901235134595
22 49 0.11887314085209444
