a1 a2 distance
90 47 0.3536201364253979
90 59 0.3643947325827057
90 105 0.4259133700276648
90 117 0.3680522742443822
90 61 0.3164814971475426
90 80 0.43879748035870786
90 94 0.5193216921491083
90 32 0.5862579822341962
90 88 0.4312952331564473
90 23 0.3553446148044149
90 81 0.41658507158131214
90 72 0.46847123768351756
90 35 0.476150856746287
90 75 0.48219357671971663
90 58 0.4107474957401001
90 55 0.39678321319871773
90 97 0.47053715536168106
90 86 0.5130846401326422
90 31 0.46399650432702133
90 36 0.43217909494680046
90 106 0.33022819290147365
90 113 0.4419135462561229
90 64 0.49780135413556986
90 108 0.446446152100762
90 109 0.43938064712688546
90 52 0.40645949783900537
90 82 0.320253392359972
90 67 0.4663242726720721
90 92 0.4717099426356793
90 98 0.34980969369399945
90 84 0.44114800318059
90 79 0.31942978049945336
90 93 0.42451697822788875
90 33 0.34561407515758724
90 69 0.4603012649739847
90 63 0.4017400690844493
90 103 0.4828481498886907
90 100 0.4508304030951522
90 53 0.4039669417107336
90 110 0.46142017609810726
90 111 0.3354064579054678
90 96 0.4263156855013256
90 37 0.37049824426511063
90 57 0.3740160603024013
90 85 0.2898994093836315
90 70 0.40519388486271374
90 50 0.4654978325402623
90 118 0.5234609341842326
90 66 0.5919778493953693
90 62 0.4164845420468664
90 74 0.41513697197559873
90 102 0.3845322331100774
90 48 0.5041104817994764
90 89 0.38563118872730606
90 26 0.34365200710152244
90 114 0.49364279920983495
90 95 0.3680160472436568
90 42 0.4369920605098049
90 73 0.335377913395963
90 76 0.3582097384684289
90 65 0.3978446005674321
90 38 0.38955013175540965
90 99 0.39919506594560966
90 20 0.4884322231759045
90 60 0.49628985826032607
90 91 0.4750425345167134
90 27 0.38898877862396797
90 107 0.49655390451574294
90 22 0.33600903180410135
90 45 0.44942040039827463
90 116 0.38233363476513443
90 39 0.5213007096344161
90 29 0.5268349923538995
90 30 0.5164750592913274
90 28 0.47793318835403165
90 119 0.3974571744598509
90 25 0.41675820693178106
90 46 0.4798115169319098
90 40 0.4497126299510398
90 21 0.4189668763198421
90 44 0.4044606733609285
90 83 0.3998280003269536
90 112 0.422843066869695
90 24 0.5244772059359303
90 56 0.5004880729915617
90 43 0.4624928066515309
90 78 0.3116393609856754
90 51 0.43040842051773626
90 34 0.43597807396069044
90 54 0.5196853368655752
90 101 0.4992586513699421
90 104 0.4676577430801851
90 68 0.4139121957432031
90 115 0.366725231562921
90 71 0.4199131180087369
90 49 0.46053145335549817
90 87 0.3236471315812893
90 41 0.48297992946935314
90 77 0.3820251647766698
47 59 0.3775215943888962
47 105 0.41528679368285937
47 117 0.2667895023939649
47 61 0.32875326719603515
47 80 0.4345717148833823
47 94 0.3690527778256325
47 32 0.4623809611239887
47 88 0.3013908921856026
47 23 0.267787600952034
47 81 0.4211843524294787
47 72 0.304829603925564
47 35 0.38680232545783516
47 75 0.4546165270863066
47 58 0.34028540813298946
47 55 0.3120580609772623
47 97 0.3336777839781059
47 86 0.3516238124938952
47 31 0.3922820717048537
47 36 0.34941678535349496
47 106 0.3850391138129611
47 113 0.47438670775255487
47 64 0.23837156382960387
47 108 0.3017480359565912
47 109 0.32640341302497744
47 52 0.3858752175000859
47 82 0.298207572979419
47 67 0.22101646144652937
47 92 0.3543366989782466
47 98 0.39461469929088466
47 84 0.42595233800036797
47 79 0.37657106680516367
47 93 0.4124534834052393
47 33 0.31624793464572704
47 69 0.42765458823761204
47 63 0.3381359656397599
47 103 0.3871829381588787
47 100 0.3589102014147324
47 53 0.4921486420171891
47 110 0.44519707380503915
47 111 0.1990329997365498
47 96 0.31059894809687055
47 37 0.378008256823419
47 57 0.32561103072823727
47 85 0.36792092149464256
47 70 0.2890828476539502
47 50 0.5171318727125366
47 118 0.36880226547449163
47 66 0.43730035642526854
47 62 0.313345413741839
47 74 0.34551047625717873
47 102 0.33009841018000213
47 48 0.45202236310796745
47 89 0.3834283037708679
47 26 0.37354820394413596
47 114 0.4176840461558434
47 95 0.3945306988410049
47 42 0.31623801628766857
47 73 0.317151281900048
47 76 0.25020793895339044
47 65 0.43502655767197246
47 38 0.31431349857494145
47 99 0.4375306956968995
47 20 0.30434294172424736
47 60 0.2674633146090453
47 91 0.3055758227367333
47 27 0.3700087518726461
47 107 0.3651836175008718
47 22 0.33844353685419026
47 45 0.3687604985653967
47 116 0.2365255365035694
47 39 0.47641983995153064
47 29 0.3577524352667497
47 30 0.4849063901512823
47 28 0.24513596104628665
47 119 0.3645581146904018
47 25 0.45175831951181167
47 46 0.3112925011196074
47 40 0.4799034198037857
47 21 0.3340581995351132
47 44 0.35407533958358484
47 83 0.300112684539703
47 112 0.3632175027458662
47 24 0.3271124865720381
47 56 0.21519321439836964
47 43 0.40315942796181437
47 78 0.3070639172247932
47 51 0.384369402396728
47 34 0.22807676555426445
47 54 0.3453842344449648
47 101 0.4726104771109683
47 104 0.2896725224872569
47 68 0.3716398712251795
47 115 0.3035282933219919
47 71 0.34180353955119647
47 49 0.3287086080097744
47 87 0.32665669491158944
47 41 0.41165035541138073
47 77 0.3281132238302728
59 105 0.4397125816711901
59 117 0.37572355430213134
59 61 0.33664051484077884
59 80 0.43352313100128653
59 94 0.41007239785088706
59 32 0.5369661355815945
59 88 0.3678995581550786
59 23 0.3199936200503749
59 81 0.27353982899035373
59 72 0.4148816337895068
59 35 0.3663778455641118
59 75 0.4904474274425543
59 58 0.3382700768812264
59 55 0.2634335729228477
59 97 0.3570560199291329
59 86 0.2920223975225288
59 31 0.4174035962389274
59 36 0.37648615053212425
59 106 0.3709811437189046
59 113 0.4245728933931434
59 64 0.38881733721578315
59 108 0.327629272073035
59 109 0.3514617673478241
59 52 0.34329746107921383
59 82 0.28492730059273197
59 67 0.3129031845776103
59 92 0.28509525894521565
59 98 0.34984830963778446
59 84 0.4750558805077797
59 79 0.3616062701680545
59 93 0.42303419385436863
59 33 0.29624981025385655
59 69 0.562906148699366
59 63 0.29945018868587175
59 103 0.4350124386596582
59 100 0.3948205802381567
59 53 0.4391264089027486
59 110 0.3067392059268615
59 111 0.23195989983004708
59 96 0.4478922530808693
59 37 0.419739052315031
59 57 0.361865685295871
59 85 0.23540581496490423
59 70 0.22018817705339816
59 50 0.402851583584056
59 118 0.31837859136807833
59 66 0.43463964603197586
59 62 0.34980032256200133
59 74 0.3265031810404852
59 102 0.41104811287563303
59 48 0.4411764891277275
59 89 0.45885904934402494
59 26 0.25141364447757264
59 114 0.5401053657797932
59 95 0.3623744376008104
59 42 0.2700218456886663
59 73 0.37489359933524763
59 76 0.24328534704762186
59 65 0.4016993380970618
59 38 0.3831355573579386
59 99 0.376564048788793
59 20 0.3391937778988774
59 60 0.34081483112885635
59 91 0.32539303772164646
59 27 0.27284356767686
59 107 0.3730557593890365
