a1 a2 distance
35 42 0.4502548128046803
35 47 0.5566901899256209
35 44 0.4817566729492029
35 31 0.4128560267791538
35 66 0.3745182634395799
35 49 0.452100363999309
35 30 0.40786817457850855
35 64 0.5355750984645704
35 53 0.4705081948248232
35 26 0.4907367890540598
35 33 0.4419674391157581
35 20 0.3632778740202821
35 59 0.42404283483699706
35 52 0.4579925330451428
35 29 0.4786729288006096
35 37 0.374630398929181
35 24 0.4409339236373128
35 23 0.4309350434306488
35 32 0.34447303194627193
35 39 0.5093496076869604
35 61 0.42700987695601034
35 40 0.385250778491684
35 45 0.44981406932292006
35 27 0.492628937169923
35 21 0.41591334653007445
35 36 0.32342117722972424
35 63 0.42360604283644276
35 55 0.37234287827130935
35 48 0.42305383604331953
35 43 0.44057250230225364
35 54 0.5206813370200816
35 62 0.45777704706057315
35 68 0.39960088801476273
35 22 0.44567396465823306
35 25 0.373809519642655
35 58 0.5033532751879608
35 34 0.34084988553051265
35 41 0.48380787394926966
35 51 0.4927259605309592
35 60 0.4148730482127604
35 46 0.3810016075053136
35 67 0.5679595057596305
35 56 0.388205841755427
35 65 0.43099886904841894
35 28 0.46071021354614416
35 69 0.44372039601175917
35 38 0.4360818897655718
35 57 0.42584223424961093
35 50 0.4487457552413468
42 47 0.49279862173888855
42 44 0.4519226634551422
42 31 0.3993832784808582
42 66 0.46424205481464725
42 49 0.5152572806910876
42 30 0.43238764275215225
42 64 0.4862527962442623
42 53 0.46727518993962996
42 26 0.5216010495243141
42 33 0.4886975019367464
42 20 0.4505000306820503
42 59 0.5087633405366188
42 52 0.49949131185171236
42 29 0.4166408078844226
42 37 0.5671486211106593
42 24 0.4152232073481832
42 23 0.513651209030644
42 32 0.4480244312471641
42 39 0.6306515569439608
42 61 0.42853298253250827
42 40 0.43354819085500795
42 45 0.4436331188772876
42 27 0.5835734879718
42 21 0.4383898738955613
42 36 0.42620771490496734
42 63 0.45705669576024405
42 55 0.5175853962335042
42 48 0.5129033879982356
42 43 0.5464424799472206
42 54 0.5325111800035338
42 62 0.34281821620368735
42 68 0.4731258499002159
42 22 0.6357792262737443
42 25 0.4447068987818358
42 58 0.39746216286675606
42 34 0.42460877969522776
42 41 0.46751328050871577
42 51 0.5638466037770324
42 60 0.3980820276972477
42 46 0.4740766396000127
42 67 0.48354950436817
42 56 0.5115582424370827
42 65 0.42319125353674664
42 28 0.5433899054057469
42 69 0.40117631981647434
42 38 0.559013745457153
42 57 0.46855551337096746
42 50 0.553719515500924
47 44 0.28075264204479133
47 31 0.42397553343011396
47 66 0.3118873845903614
47 49 0.4234038765929228
47 30 0.2825637972850405
47 64 0.4227826050022577
47 53 0.3535282031732398
47 26 0.32050401906610415
47 33 0.2872126805974474
47 20 0.34325315902808695
47 59 0.29819991745169416
47 52 0.4131332112639174
47 29 0.3329677406127888
47 37 0.3238630423885921
47 24 0.37035766794491953
47 23 0.4126910102779936
47 32 0.33273981053275914
47 39 0.3379928543130709
47 61 0.19025196951055162
47 40 0.3650984331545209
47 45 0.4212446253503301
47 27 0.49183048778403393
47 21 0.3551857494035592
47 36 0.420752264162844
47 63 0.36223604536044857
47 55 0.35503132983484165
47 48 0.3072209458924902
47 43 0.3209193320321457
47 54 0.29959506671369274
47 62 0.34379062243069525
47 68 0.3540114440843306
47 22 0.3907990965278639
47 25 0.29794410739180865
47 58 0.44487545628780617
47 34 0.3534047138800342
47 41 0.3438066658216466
47 51 0.3080329656029336
47 60 0.3001803143330949
47 46 0.35971604017043807
47 67 0.33039021672517255
47 56 0.38663356485026557
47 65 0.33951514270285876
47 28 0.3649623008920844
47 69 0.42686370221635245
47 38 0.42292677936004397
47 57 0.361190928545523
47 50 0.44297481384932136
44 31 0.42820961238881267
44 66 0.26701472813329497
44 49 0.42441594044322917
44 30 0.30973873751099623
44 64 0.3892148066885589
44 53 0.3816985341887525
44 26 0.41251917085519973
44 33 0.33383315747185394
44 20 0.31879871761897266
44 59 0.30207241452800593
44 52 0.42752432999388706
44 29 0.3445984615196414
44 37 0.303029204950397
44 24 0.34561845064688523
44 23 0.2889810058999238
44 32 0.3736990323763759
44 39 0.46238175974950557
44 61 0.30477005978401894
44 40 0.3847321279057092
44 45 0.4008262326333272
44 27 0.5184632611531613
44 21 0.43707750917527155
44 36 0.3829791614143179
44 63 0.3368157917546508
44 55 0.3009475494680333
44 48 0.4584623877003463
44 43 0.3622869161799144
44 54 0.4765755306484264
44 62 0.469291432594404
44 68 0.46743867357474267
44 22 0.4836139922078864
44 25 0.3608878821792287
44 58 0.32498135426222186
44 34 0.3507958711593211
44 41 0.3946298898890734
44 51 0.4600724836806968
44 60 0.4087338066411511
44 46 0.26644975645850627
44 67 0.34503287954079964
44 56 0.40072338404191826
44 65 0.30239271556527236
44 28 0.3786971404332994
44 69 0.37043116169775575
44 38 0.36301915753944913
44 57 0.4381608054963094
44 50 0.4146917050999675
31 66 0.29072255620723386
31 49 0.3688959181121451
31 30 0.4410487127908439
31 64 0.46815037485431577
31 53 0.28769398352058645
31 26 0.43641260903077017
31 33 0.31385958560120203
31 20 0.3706189751282556
31 59 0.34111906741749043
31 52 0.3779936158882332
31 29 0.4288594784932383
31 37 0.4101849635267355
31 24 0.24275893949698713
31 23 0.3141941854181151
31 32 0.35772464905643575
31 39 0.31603960756466487
31 61 0.2964691510628824
31 40 0.3547306112721425
31 45 0.35982830733995275
31 27 0.47935843810579903
31 21 0.3740186734302756
31 36 0.3171822963008693
31 63 0.3663372272190028
31 55 0.33835595036510097
31 48 0.32875575594736056
31 43 0.4149421290925532
31 54 0.44604143343701497
31 62 0.2866753513485403
31 68 0.38220467757330157
31 22 0.43393884426816715
31 25 0.40228861898894025
31 58 0.31209963008704894
31 34 0.28215079416900135
31 41 0.3285119482225793
31 51 0.40464409492871234
31 60 0.33388583900967683
31 46 0.2734270683622977
31 67 0.4067087385908098
31 56 0.43763195364087226
31 65 0.5057129597366294
31 28 0.33662005651669924
31 69 0.4275146218471851
31 38 0.37831444496482636
31 57 0.4448057554069466
31 50 0.422939711961616
66 49 0.2833281834161304
66 30 0.36943170739428594
66 64 0.4829555619619386
66 53 0.35717863336671085
66 26 0.4855606793106816
66 33 0.3934774010451271
66 20 0.36980755448650837
66 59 0.3249775875847457
66 52 0.3668367447995915
66 29 0.34912860678935786
66 37 0.3915772077004574
66 24 0.2827349529208123
66 23 0.3023264072104802
66 32 0.3005916130334048
66 39 0.45396761244476347
66 61 0.27290513991630777
66 40 0.29981775707974434
66 45 0.5172166560437077
66 27 0.4480893802811841
66 21 0.2787185385938571
66 36 0.29792890723551974
66 63 0.30584087376083036
