a1 a2 distance
65 57 0.04358033648057279
65 60 0.060832697977668236
65 37 0.060832697977668236
65 50 0.060832697977668236
65 36 0.060832697977668236
65 41 0.060832697977668236
65 69 0.01725236149709545
65 38 0.060832697977668236
65 48 0.060832697977668236
65 33 0.06088765454075047
65 49 0.01725236149709545
65 24 0.060832697977668236
65 58 0.060832697977668236
65 32 0.060832697977668236
65 34 0.060832697977668236
65 42 0.0307468671728565
65 68 0.060832697977668236
65 44 0.07420177037188357
65 67 0.0614942730352218
65 26 0.07420177037188357
65 46 0.060832697977668236
65 29 0.060832697977668236
65 55 0.04358033648057279
65 64 0.060832697977668236
65 61 0.060832697977668236
65 23 0.06713443551944924
65 25 0.10572045155684706
65 66 0.060832697977668236
65 47 0.060832697977668236
65 63 0.060832697977668236
65 27 0.060832697977668236
65 54 0.06625157028187642
65 35 0.060832697977668236
65 43 0.08791316871727298
65 53 0.01791393655464902
65 52 0.060832697977668236
65 31 0.060832697977668236
65 20 0.060832697977668236
65 56 0.060832697977668236
65 21 0.060832697977668236
65 40 0.060832697977668236
65 22 0.060832697977668236
65 62 0.060832697977668236
65 30 0.060832697977668236
65 39 0.060832697977668236
65 59 0.10396164946786227
65 28 0.060832697977668236
65 45 0.060832697977668236
65 51 0.060832697977668236
57 60 0.01725236149709545
57 37 0.01725236149709545
57 50 0.01725236149709545
57 36 0.01725236149709545
57 41 0.01725236149709545
57 69 0.01725236149709545
57 38 0.01725236149709545
57 48 0.01725236149709545
57 33 0.01730731806017769
57 49 0.01725236149709545
57 24 0.01725236149709545
57 58 0.01725236149709545
57 32 0.01725236149709545
57 34 0.01725236149709545
57 42 0.0307468671728565
57 68 0.01725236149709545
57 44 0.03062143389131078
57 67 0.01791393655464902
57 26 0.03062143389131078
57 46 0.01725236149709545
57 29 0.01725236149709545
57 55 0
57 64 0.01725236149709545
57 61 0.01725236149709545
57 23 0.023554099038876463
57 25 0.06214011507627426
57 66 0.01725236149709545
57 47 0.01725236149709545
57 63 0.01725236149709545
57 27 0.01725236149709545
57 54 0.02267123380130364
57 35 0.01725236149709545
57 43 0.044332832236700204
57 53 0.01791393655464902
57 52 0.01725236149709545
57 31 0.01725236149709545
57 20 0.01725236149709545
57 56 0.01725236149709545
57 21 0.01725236149709545
57 40 0.01725236149709545
57 22 0.01725236149709545
57 62 0.01725236149709545
57 30 0.01725236149709545
57 39 0.01725236149709545
57 59 0.06038131298728946
57 28 0.01725236149709545
57 45 0.01725236149709545
57 51 0.01725236149709545
60 37 0
60 50 0
60 36 0
60 41 0
60 69 0
60 38 0
60 48 0
60 33 5.4956563082242393E-5
60 49 0
60 24 0
60 58 0
60 32 0
60 34 0
60 42 0.013494505675761053
60 68 0
60 44 0.013369072394215331
60 67 6.615750575535706E-4
60 26 0.013369072394215331
60 46 0
60 29 0
60 55 0
60 64 0
60 61 0
60 23 0.023554099038876463
60 25 0.04488775357917881
60 66 0
60 47 0
60 63 0
60 27 0
60 54 0.005418872304208194
60 35 0.04141425687106896
60 43 0.027080470739604755
60 53 6.615750575535706E-4
60 52 0
60 31 0
60 20 0
60 56 0
60 21 0
60 40 0
60 22 0
60 62 0
60 30 0
60 39 0
60 59 0.02452381438843367
60 28 0
60 45 0
60 51 0
37 50 0
37 36 0
37 41 0
37 69 0
37 38 0
37 48 0
37 33 5.4956563082242393E-5
37 49 0
37 24 0
37 58 0
37 32 0
37 34 0
37 42 0.013494505675761053
37 68 0
37 44 0.013369072394215331
37 67 6.615750575535706E-4
37 26 0.013369072394215331
37 46 0
37 29 0
37 55 0
37 64 0
37 61 0
37 23 0.023554099038876463
37 25 0.04488775357917881
37 66 0
37 47 0
37 63 0
37 27 0
37 54 0.005418872304208194
37 35 0.04141425687106896
37 43 0.027080470739604755
37 53 6.615750575535706E-4
37 52 0
37 31 0
37 20 0
37 56 0
37 21 0
37 40 0
37 22 0
37 62 0
37 30 0
37 39 0
37 59 0.02452381438843367
37 28 0
37 45 0
37 51 0
50 36 0
50 41 0
50 69 0
50 38 0
50 48 0
50 33 5.4956563082242393E-5
50 49 0
50 24 0
50 58 0
50 32 0
50 34 0
50 42 0.013494505675761053
50 68 0
50 44 0.013369072394215331
50 67 6.615750575535706E-4
50 26 0.013369072394215331
50 46 0
50 29 0
50 55 0
50 64 0
50 61 0
50 23 0.023554099038876463
50 25 0.04488775357917881
50 66 0
50 47 0
50 63 0
50 27 0
50 54 0.005418872304208194
50 35 0.04141425687106896
50 43 0.027080470739604755
50 53 6.615750575535706E-4
50 52 0
50 31 0
50 20 0
50 56 0
50 21 0
50 40 0
50 22 0
50 62 0
50 30 0
50 39 0
50 59 0.02452381438843367
50 28 0
50 45 0
50 51 0
36 41 0
36 69 0
36 38 0
36 48 0
36 33 5.4956563082242393E-5
36 49 0
36 24 0
36 58 0
36 32 0
36 34 0
36 42 0.013494505675761053
36 68 0
36 44 0.013369072394215331
36 67 6.615750575535706E-4
36 26 0.013369072394215331
36 46 0
36 29 0
36 55 0
36 64 0
36 61 0
36 23 0.023554099038876463
36 25 0.04488775357917881
36 66 0
36 47 0
36 63 0
36 27 0
36 54 0.005418872304208194
36 35 0.04141425687106896
36 43 0.027080470739604755
36 53 6.615750575535706E-4
36 52 0
36 31 0
36 20 0
36 56 0
36 21 0
36 40 0
36 22 0
36 62 0
36 30 0
36 39 0
36 59 0.02452381438843367
36 28 0
36 45 0
36 51 0
41 69 0
41 38 0
41 48 0
41 33 5.4956563082242393E-5
41 49 0
41 24 0
41 58 0
41 32 0
41 34 0
41 42 0.013494505675761053
41 68 0
41 44 0.013369072394215331
41 67 6.615750575535706E-4
41 26 0.013369072394215331
41 46 0
41 29 0
41 55 0
41 64 0
41 61 0
41 23 0.023554099038876463
41 25 0.04488775357917881
41 66 0
41 47 0
41 63 0
41 27 0
41 54 0.005418872304208194
41 35 0.04141425687106896
41 43 0.027080470739604755
41 53 6.615750575535706E-4
41 52 0
41 31 0
41 20 0
41 56 0
41 21 0
41 40 0
41 22 0
41 62 0
41 30 0
41 39 0
41 59 0.02452381438843367
41 28 0
41 45 0
41 51 0
69 38 0.04358033648057279
69 48 0.04358033648057279
69 33 0.04363529304365503
69 49 0
69 24 0.04358033648057279
69 58 0.04358033648057279
69 32 0.04358033648057279
69 34 0.04358033648057279
69 42 0.013494505675761053
69 68 0.04358033648057279
69 44 0.056949408874788124
69 67 0.04424191153812636
69 26 0.056949408874788124
69 46 0.04358033648057279
69 29 0.04358033648057279
69 55 0.04358033648057279
69 64 0.04358033648057279
69 61 0.04358033648057279
69 23 0.06713443551944924
69 25 0.0884680900597516
69 66 0.04358033648057279
69 47 0.04358033648057279
69 63 0.04358033648057279
69 27 0.04358033648057279
69 54 0.04899920878478098
69 35 0.08499459335164175
69 43 0.07066080722017754
69 53 6.615750575535706E-4
69 52 0.04358033648057279
69 31 0.04358033648057279
69 20 0.04358033648057279
69 56 0.04358033648057279
69 21 0.04358033648057279
69 40 0.04358033648057279
69 22 0.04358033648057279
69 62 0.04358033648057279
69 30 0.04358033648057279
69 39 0.04358033648057279
69 59 0.06810415086900645
69 28 0.04358033648057279
69 45 0.04358033648057279
69 51 0.04358033648057279
38 48 0
38 33 5.4956563082242393E-5
38 49 0
38 24 0
38 58 0
38 32 0
38 34 0
38 42 0.013494505675761053
38 68 0
38 44 0.013369072394215331
38 67 6.615750575535706E-4
38 26 0.013369072394215331
38 46 0
38 29 0
38 55 0
38 64 0
38 61 0
38 23 0.023554099038876463
38 25 0.04488775357917881
38 66 0
38 47 0
38 63 0
38 27 0
38 54 0.005418872304208194
38 35 0.04141425687106896
38 43 0.027080470739604755
38 53 6.615750575535706E-4
38 52 0
38 31 0
38 20 0
38 56 0
38 21 0
38 40 0
38 22 0
38 62 0
38 30 0
38 39 0
38 59 0.02452381438843367
38 28 0
38 45 0
38 51 0
48 33 0.0420522155625811
48 49 0.041997258999498854
48 24 0.041997258999498854
48 58 0.041997258999498854
48 32 0.041997258999498854
48 34 0.041997258999498854
48 42 0.055491764675259916
48 68 0.041997258999498854
48 44 0.055366331393714184
48 67 0.04200246951106285
48 26 0.055366331393714184
48 46 0.041997258999498854
48 29 0.041997258999498854
48 55 0.041997258999498854
48 64 0.041997258999498854
48 61 0.041997258999498854
48 23 0.06555135803837532
48 25 0.08688501257867767
48 66 0.041997258999498854
48 47 0.041997258999498854
48 63 0.041997258999498854
48 27 0.041997258999498854
48 54 0.047416131303707046
48 35 0.0834115158705678
48 43 0.04997120829987581
48 53 0.04200246951106285
48 52 0.041997258999498854
48 31 0.041997258999498854
48 20 0.041997258999498854
48 56 0.041997258999498854
48 21 0.041997258999498854
