a1 a2 distance
37 62 0.15488687197257525
37 46 0.2022379248734881
37 39 0.18062192815237224
37 42 0.14934203894697504
37 33 0.11559029283194018
37 47 0.17852636352098514
37 44 0.11851114043396453
37 40 0.13917246260109908
37 58 0.19429474144513553
37 61 0.1488743583677937
37 57 0.14531003909372636
37 64 0.10062316701362597
37 56 0.1941559097600709
37 52 0.12592116161595465
37 68 0.14843550623044058
37 53 0.05504480379083837
37 32 0.28130055509218
37 23 0.1970001764347175
37 21 0.12989327550232332
37 51 0.2224340401259505
37 50 0.1458061142699763
37 67 0.09789131888867908
37 27 0.143106942680465
37 34 0.1460523668861255
37 54 0.2504384339156546
37 29 0.16093105203961508
37 28 0.11902579646896191
37 22 0.16144342778977583
37 63 0.21301359044920348
37 55 0.1298579027692078
37 69 0.13695658184421564
37 48 0.2670785024803738
37 26 0.13330724594034163
37 60 0.20474663755953823
37 31 0.12088738667199465
37 66 0.10833599180946403
37 41 0.18969944136960104
37 49 0.17051949915573614
37 65 0.1448690388758725
37 43 0.13218165319375139
37 30 0.13560737374087778
37 36 0.11179850499926784
37 45 0.1900732476689092
37 25 0.1006810768707453
37 59 0.20357617645216397
37 38 0.1930235857775906
37 35 0.15683212040725852
37 20 0.19159596116905228
37 24 0.26380716637837465
62 46 0.1959356412699591
62 39 0.16297343155665814
62 42 0.19028374072148774
62 33 0.13022147997433103
62 47 0.23147541733762597
62 44 0.1406862027768402
62 40 0.18011416437561176
62 58 0.17238101377979836
62 61 0.18647961916993275
62 57 0.16748510143660203
62 64 0.12279822935650161
62 56 0.16412380209996733
62 52 0.09126602264587728
62 68 0.2048118266556383
62 53 0.12279822935650161
62 32 0.2796317439207986
62 23 0.21917523877759315
62 21 0.16826309367070494
62 51 0.2356725508545238
62 50 0.14051096264251733
62 67 0.21514653952210888
62 27 0.16528200502334067
62 34 0.23905500470661306
62 54 0.2440711517571746
62 29 0.18570805573601915
62 28 0.21720192004137706
62 22 0.20513631626292458
62 63 0.16008588634235235
62 55 0.19072777582889014
62 69 0.18375756973393512
62 48 0.2839813420598568
62 26 0.1163714227899301
62 60 0.20077051968185833
62 31 0.1430624490148703
62 66 0.11913394901187413
62 41 0.20071068729836677
62 49 0.18457618150384542
62 65 0.1718610654778758
62 43 0.18513070701039222
62 30 0.15778243608375342
62 36 0.19461179229337955
62 45 0.15834016229346232
62 25 0.12509653885599892
62 59 0.25153523906599784
62 38 0.16918220981258175
62 35 0.20696927572629384
62 20 0.24301756422426965
62 24 0.2751063964277291
46 39 0.06328382186039908
46 42 0.0982227280680927
46 33 0.014967125818314197
46 47 0.10878263903746113
46 44 0.04876741595044051
46 40 0.07199250114012594
